Top Ranking															
	Market ALL (SET+mai)														
1590	BEM42C1904A	0.36	0.38	0.34	0.34	-5.56	"714,500.00"	"269,872.00"	"714,500.00"	"269,872.00"	1.19	"20,400,000.00"	-	-	-
1591	PTTG01C1904A	0.36	0.38	0.34	0.34	-5.56	"16,532,200.00"	"5,952,880.00"	"16,532,200.00"	"5,952,880.00"	19.72	"28,509,000.00"	-	-	-
1592	MEGA01C1904A	0.18	0.2	0.17	0.17	-5.56	"4,867,400.00"	"925,159.00"	"4,867,400.00"	"925,159.00"	8.13	"10,172,800.00"	-	-	-
1593	BGRI01C1903B	0.18	0.18	0.16	0.17	-5.56	"20,812,600.00"	"3,571,592.00"	"20,812,600.00"	"3,571,592.00"	24.84	"14,246,000.00"	-	-	-
1594	TCAP01C1901B	0.18	0.2	0.17	0.17	-5.56	"13,582,900.00"	"2,566,978.00"	"13,582,900.00"	"2,566,978.00"	10.96	"21,066,400.00"	-	-	-
1595	BEM11C1903A	0.36	0.38	0.34	0.34	-5.56	"587,700.00"	"217,892.00"	"587,700.00"	"217,892.00"	0.7	"28,390,000.00"	-	-	-
1596	EVER	0.54	0.54	0.51	0.51	-5.56	"17,988,700.00"	"9,419,055.00"	"17,988,700.00"	"9,419,055.00"	0.46	"1,981,240,118.46"	N/A	0.84	N/A
1597	EA27C1902A	0.53	0.56	0.5	0.5	-5.66	"2,640,000.00"	"1,383,000.00"	"2,640,000.00"	"1,383,000.00"	5.28	"25,000,000.00"	-	-	-
1598	S5001C1903G	0.88	0.97	0.82	0.83	-5.68	"175,176,400.00"	"157,146,660.00"	"175,176,400.00"	"157,146,660.00"	175.18	"83,000,000.00"	-	-	-
1599	PTT01P1901A	0.35	0.34	0.28	0.33	-5.71	"10,662,200.00"	"3,246,146.00"	"10,662,200.00"	"3,246,146.00"	14.15	"24,868,800.00"	-	-	-
1600	SPG	13.8	13	12.6	13	-5.8	"5,200.00"	"66,200.00"	"5,200.00"	"66,200.00"	N/A	"4,485,000,000.00"	12.29	0.91	6.15
1601	LPN13C1908A	0.34	0.34	0.32	0.32	-5.88	"2,087,900.00"	"682,741.00"	"2,087,900.00"	"682,741.00"	1.04	"64,000,000.00"	-	-	-
1602	TOP28C1904A	0.17	0.18	0.16	0.16	-5.88	"5,500,800.00"	"940,304.00"	"5,500,800.00"	"940,304.00"	13.75	"6,400,000.00"	-	-	-
1603	INTU13C1904A	0.17	0.19	0.16	0.16	-5.88	"12,055,400.00"	"2,048,496.00"	"12,055,400.00"	"2,048,496.00"	10.05	"19,200,000.00"	-	-	-
1604	KKP13C1903A	0.17	0.17	0.16	0.16	-5.88	"6,207,100.00"	"1,052,707.00"	"6,207,100.00"	"1,052,707.00"	5.17	"19,200,000.00"	-	-	-
1605	PTTG01C1904B	0.17	0.17	0.16	0.16	-5.88	"11,236,900.00"	"1,857,934.00"	"11,236,900.00"	"1,857,934.00"	15.76	"11,408,000.00"	-	-	-
1606	INTU01C1903A	0.17	0.18	0.16	0.16	-5.88	"16,233,000.00"	"2,813,084.00"	"16,233,000.00"	"2,813,084.00"	22.33	"11,632,000.00"	-	-	-
1607	CK01C1902A	0.17	0.18	0.16	0.16	-5.88	"3,334,900.00"	"597,442.00"	"3,334,900.00"	"597,442.00"	3.69	"14,459,200.00"	-	-	-
1608	STA13C1906A	0.33	0.34	0.31	0.31	-6.06	"37,367,400.00"	"12,243,769.00"	"37,367,400.00"	"12,243,769.00"	31.14	"37,200,000.00"	-	-	-
1609	EA28C1905A	0.33	0.36	0.31	0.31	-6.06	"13,204,400.00"	"4,430,367.00"	"13,204,400.00"	"4,430,367.00"	18.86	"21,700,000.00"	-	-	-
1610	S5013C1903B	0.66	0.76	0.61	0.62	-6.06	"475,106,600.00"	"326,379,474.00"	"478,106,600.00"	"328,535,474.00"	149.41	"198,400,000.00"	-	-	-
1611	IRPC01C1906A	0.33	0.34	0.31	0.31	-6.06	"2,495,400.00"	"831,088.00"	"2,495,400.00"	"831,088.00"	2.46	"31,449,500.00"	-	-	-
1612	CPF01P1902A	0.33	0.33	0.31	0.31	-6.06	"12,090,900.00"	"3,867,109.00"	"12,090,900.00"	"3,867,109.00"	12.84	"29,180,300.00"	-	-	-
1613	SCB01P1902A	0.33	0.31	0.3	0.31	-6.06	"1,666,600.00"	"504,469.00"	"1,666,600.00"	"504,469.00"	2.82	"18,324,100.00"	-	-	-
1614	S5028C1903B	0.49	0.56	0.45	0.46	-6.12	"109,206,000.00"	"55,368,988.00"	"109,206,000.00"	"55,368,988.00"	198.56	"25,300,000.00"	-	-	-
1615	UV13C1908A	0.32	0.33	0.3	0.3	-6.25	"15,237,100.00"	"4,803,539.00"	"15,237,100.00"	"4,803,539.00"	7.62	"60,000,000.00"	-	-	-
1616	INTU28C1905A	0.32	0.33	0.3	0.3	-6.25	"7,328,000.00"	"2,312,022.00"	"7,328,000.00"	"2,312,022.00"	9.77	"22,500,000.00"	-	-	-
1617	BEAU13C1904B	0.16	0.18	0.14	0.15	-6.25	"33,213,200.00"	"5,290,327.00"	"33,213,200.00"	"5,290,327.00"	27.68	"18,000,000.00"	-	-	-
1618	STA01C1904B	0.16	0.15	0.15	0.15	-6.25	"15,000.00"	"2,250.00"	"15,000.00"	"2,250.00"	0.03	"7,084,500.00"	-	-	-
1619	S5006C1903C	0.8	0.89	0.74	0.75	-6.25	"8,585,700.00"	"6,996,394.00"	"8,585,700.00"	"6,996,394.00"	14.31	"45,000,000.00"	-	-	-
1620	IVL13C1904A	0.32	0.34	0.3	0.3	-6.25	"9,445,300.00"	"3,003,015.00"	"9,445,300.00"	"3,003,015.00"	7.87	"36,000,000.00"	-	-	-
1621	TMB01C1903A	0.16	0.16	0.15	0.15	-6.25	"170,100.00"	"25,845.00"	"170,100.00"	"25,845.00"	0.14	"18,118,500.00"	-	-	-
1622	IVL01C1903B	0.16	0.16	0.15	0.15	-6.25	"9,727,700.00"	"1,514,155.00"	"9,727,700.00"	"1,514,155.00"	7.59	"19,233,000.00"	-	-	-
1623	BEM01C1902A	0.64	0.68	0.6	0.6	-6.25	"8,210,700.00"	"5,268,840.00"	"8,210,700.00"	"5,268,840.00"	6.06	"81,288,000.00"	-	-	-
1624	THAI11C1906A	0.16	0.17	0.15	0.15	-6.25	"336,300.00"	"56,669.00"	"336,300.00"	"56,669.00"	0.62	"8,085,000.00"	-	-	-
1625	TRUE01C1902A	0.16	0.15	0.15	0.15	-6.25	"14,920,600.00"	"2,238,090.00"	"14,920,600.00"	"2,238,090.00"	7.75	"28,867,500.00"	-	-	-
1626	VIBHA-W3	0.16	0.17	0.14	0.15	-6.25	"2,137,100.00"	"330,034.00"	"2,137,178.00"	"330,042.54"	0.21	"151,766,666.70"	-	-	-
1627	TBSP	15.7	15.4	14.2	14.7	-6.37	600	"8,860.00"	600	"8,860.00"	N/A	"1,617,000,000.00"	68.21	2.79	4.76
1628	BEAU24C1907A	0.62	0.65	0.58	0.58	-6.45	"313,300.00"	"197,512.00"	"313,300.00"	"197,512.00"	0.63	"29,000,000.00"	-	-	-
1629	KTC13C1906A	0.31	0.34	0.29	0.29	-6.45	"52,593,300.00"	"16,334,427.00"	"52,593,300.00"	"16,334,427.00"	43.83	"34,800,000.00"	-	-	-
1630	CK16C1912A	0.31	0.29	0.29	0.29	-6.45	"3,600.00"	"1,044.00"	"3,600.00"	"1,044.00"	0.01	"11,600,000.00"	-	-	-
1631	S5001C1903F	0.46	0.53	0.42	0.43	-6.52	"163,317,600.00"	"79,209,043.00"	"163,317,600.00"	"79,209,043.00"	163.32	"43,000,000.00"	-	-	-
1632	NFC	6.05	6.5	5.65	5.65	-6.61	"49,400.00"	"284,295.00"	"49,400.00"	"284,295.00"	N/A	"6,146,256,766.40"	32.78	6.06	N/A
1633	BANP28C1905A	0.15	0.16	0.14	0.14	-6.67	"10,099,400.00"	"1,512,714.00"	"10,099,400.00"	"1,512,714.00"	14.43	"9,800,000.00"	-	-	-
1634	BANP13C1904A	0.15	0.16	0.14	0.14	-6.67	"35,914,600.00"	"5,442,849.00"	"35,914,600.00"	"5,442,849.00"	29.93	"16,800,000.00"	-	-	-
1635	BGRI19C1903A	0.15	0.15	0.13	0.14	-6.67	"4,310,600.00"	"609,400.00"	"4,310,600.00"	"609,400.00"	3.59	"16,800,000.00"	-	-	-
1636	STEC07C1904A	0.15	0.14	0.14	0.14	-6.67	"11,800.00"	"1,652.00"	"11,800.00"	"1,652.00"	0.02	"7,000,000.00"	-	-	-
1637	BPP19C1903A	0.15	0.14	0.14	0.14	-6.67	"500,400.00"	"70,056.00"	"500,400.00"	"70,056.00"	0.42	"16,800,000.00"	-	-	-
1638	CPF01P1902B	0.15	0.15	0.14	0.14	-6.67	"24,129,800.00"	"3,616,594.00"	"24,129,800.00"	"3,616,594.00"	25.68	"13,153,000.00"	-	-	-
1639	KTC27P1903A	0.15	0.14	0.13	0.14	-6.67	"350,000.00"	"48,400.00"	"350,000.00"	"48,400.00"	0.7	"7,000,000.00"	-	-	-
1640	PTTG07C1908A	0.44	0.42	0.41	0.41	-6.82	"100,000.00"	"41,500.00"	"100,000.00"	"41,500.00"	0.2	"20,500,000.00"	-	-	-
1641	BBL08P1904A	0.29	0.28	0.26	0.27	-6.9	"2,828,200.00"	"762,884.00"	"2,828,200.00"	"762,884.00"	3.54	"21,600,000.00"	-	-	-
1642	GULF01P1906A	1	0.95	0.93	0.93	-7	"3,870,300.00"	"3,645,529.00"	"3,870,300.00"	"3,645,529.00"	5.33	"67,471,500.00"	-	-	-
1643	PTTE24P1904A	0.71	0.66	0.65	0.66	-7.04	"5,000.00"	"3,275.00"	"5,000.00"	"3,275.00"	0.01	"33,000,000.00"	-	-	-
1644	KTC11C1902A	0.71	0.78	0.66	0.66	-7.04	"475,000.00"	"342,690.00"	"475,000.00"	"342,690.00"	1.27	"24,684,000.00"	-	-	-
1645	BPP28C1904A	0.14	0.14	0.13	0.13	-7.14	"307,200.00"	"42,008.00"	"307,200.00"	"42,008.00"	0.56	"7,150,000.00"	-	-	-
1646	IRPC01C1906B	0.28	0.29	0.26	0.26	-7.14	"5,691,200.00"	"1,618,929.00"	"5,691,200.00"	"1,618,929.00"	5.33	"27,786,200.00"	-	-	-
1647	KTC13C1903A	0.14	0.16	0.13	0.13	-7.14	"6,421,300.00"	"950,387.00"	"6,421,300.00"	"950,387.00"	5.35	"15,600,000.00"	-	-	-
1648	IRPC13C1903A	0.14	0.15	0.13	0.13	-7.14	"3,213,300.00"	"450,889.00"	"3,213,300.00"	"450,889.00"	2.68	"15,600,000.00"	-	-	-
1649	TASC01C1903A	0.28	0.28	0.26	0.26	-7.14	"6,734,100.00"	"1,776,593.00"	"6,734,100.00"	"1,776,593.00"	14.17	"12,352,600.00"	-	-	-
1650	BGRI08C1902A	0.56	0.55	0.49	0.52	-7.14	"1,482,000.00"	"785,344.00"	"1,482,000.00"	"785,344.00"	1.85	"41,600,000.00"	-	-	-
1651	TNPC-W1	0.14	0.14	0.13	0.13	-7.14	"235,800.00"	"30,676.00"	"235,817.00"	"30,677.43"	0.44	"6,922,766.37"	-	-	-
1652	TAPAC	6.3	6.3	5.75	5.85	-7.14	"1,203,800.00"	"7,151,635.00"	"1,203,900.00"	"7,152,222.65"	0.29	"2,412,857,947.50"	33.01	2.35	3.48
1653	LPN28C1907A	0.27	0.28	0.25	0.25	-7.41	"2,636,400.00"	"677,372.00"	"2,636,400.00"	"677,372.00"	3.38	"19,500,000.00"	-	-	-
1654	PTT13P1902A	0.27	0.25	0.21	0.25	-7.41	"22,742,900.00"	"5,326,092.00"	"22,742,900.00"	"5,326,092.00"	18.95	"30,000,000.00"	-	-	-
1655	DTAC06P1903A	0.27	0.26	0.25	0.25	-7.41	"2,012,400.00"	"503,880.00"	"2,012,400.00"	"503,880.00"	3.35	"15,000,000.00"	-	-	-
1656	PTTE01P1901B	0.27	0.26	0.19	0.25	-7.41	"29,675,000.00"	"6,604,105.00"	"29,675,000.00"	"6,604,105.00"	53.47	"13,875,000.00"	-	-	-
1657	AOT01P1904A	0.67	0.64	0.62	0.62	-7.46	"5,080,700.00"	"3,188,876.00"	"5,080,700.00"	"3,188,876.00"	9.34	"33,715,600.00"	-	-	-
1658	WHA13C1905A	0.4	0.41	0.37	0.37	-7.5	"7,328,800.00"	"2,902,604.00"	"7,328,800.00"	"2,902,604.00"	6.11	"44,400,000.00"	-	-	-
1659	TRUE28C1905A	0.13	0.13	0.12	0.12	-7.69	"1,571,000.00"	"199,160.00"	"1,571,000.00"	"199,160.00"	1.23	"15,360,000.00"	-	-	-
1660	S5028C1901A	0.13	0.17	0.1	0.12	-7.69	"2,011,100.00"	"268,929.00"	"2,011,100.00"	"268,929.00"	3.66	"6,600,000.00"	-	-	-
1661	IRPC28C1904A	0.13	0.14	0.12	0.12	-7.69	"2,855,200.00"	"374,428.00"	"2,855,200.00"	"374,428.00"	2.28	"15,000,000.00"	-	-	-
1662	S5006C1903A	0.39	0.46	0.35	0.36	-7.69	"2,061,200.00"	"851,607.00"	"2,061,200.00"	"851,607.00"	3.44	"21,600,000.00"	-	-	-
1663	LH27C1905A	0.13	0.12	0.12	0.12	-7.69	"840,000.00"	"100,800.00"	"840,000.00"	"100,800.00"	1.68	"6,000,000.00"	-	-	-
1664	CK24C1904A	0.13	0.12	0.12	0.12	-7.69	"30,000.00"	"3,600.00"	"30,000.00"	"3,600.00"	0.06	"6,000,000.00"	-	-	-
1665	CPAL42P1904A	0.13	0.12	0.12	0.12	-7.69	"101,200.00"	"12,144.00"	"101,200.00"	"12,144.00"	0.17	"7,200,000.00"	-	-	-
1666	KTC19C1903A	0.13	0.15	0.12	0.12	-7.69	"5,218,900.00"	"721,961.00"	"5,218,900.00"	"721,961.00"	4.35	"14,400,000.00"	-	-	-
1667	BCPG01C1904A	0.13	0.14	0.12	0.12	-7.69	"16,288,900.00"	"1,969,018.00"	"16,288,900.00"	"1,969,018.00"	29.56	"6,613,200.00"	-	-	-
1668	EA19C1902A	0.26	0.27	0.23	0.24	-7.69	"5,210,800.00"	"1,286,772.00"	"5,210,800.00"	"1,286,772.00"	4.34	"28,800,000.00"	-	-	-
1669	CK19C1903A	0.13	0.13	0.12	0.12	-7.69	"2,931,700.00"	"361,121.00"	"2,931,700.00"	"361,121.00"	2.44	"14,400,000.00"	-	-	-
1670	KTC08C1903A	0.26	0.28	0.24	0.24	-7.69	"2,303,800.00"	"603,969.00"	"2,303,800.00"	"603,969.00"	2.88	"19,200,000.00"	-	-	-
1671	STA13C1901A	0.13	0.14	0.12	0.12	-7.69	"1,595,100.00"	"199,303.00"	"1,595,100.00"	"199,303.00"	1.33	"14,400,000.00"	-	-	-
1672	TISC08C1903A	0.26	0.27	0.24	0.24	-7.69	"1,061,800.00"	"269,940.00"	"1,061,800.00"	"269,940.00"	1.33	"19,200,000.00"	-	-	-
1673	PTTG06C1903A	0.26	0.29	0.24	0.24	-7.69	"4,247,100.00"	"1,091,510.00"	"4,247,100.00"	"1,091,510.00"	7.08	"14,400,000.00"	-	-	-
1674	GFPT08C1906A	0.26	0.26	0.24	0.24	-7.69	"365,400.00"	"89,098.00"	"365,400.00"	"89,098.00"	0.46	"19,200,000.00"	-	-	-
1675	RICHY-W2	0.13	0.13	0.11	0.12	-7.69	400	47	400	47	N/A	"18,849,599.52"	-	-	-
1676	AOT01P1902A	0.64	0.61	0.59	0.59	-7.81	"4,815,600.00"	"2,881,371.00"	"4,815,600.00"	"2,881,371.00"	8.46	"33,594,600.00"	-	-	-
1677	GPSC11C1909A	0.51	0.51	0.47	0.47	-7.84	"1,273,000.00"	"623,456.00"	"1,273,000.00"	"623,456.00"	3.41	"17,531,000.00"	-	-	-
1678	BANP01C1905A	0.38	0.4	0.35	0.35	-7.89	"12,012,200.00"	"4,559,119.00"	"12,012,200.00"	"4,559,119.00"	12.01	"35,000,000.00"	-	-	-
1679	S5001C1902A	0.25	0.3	0.23	0.23	-8	"29,807,600.00"	"7,842,043.00"	"29,807,600.00"	"7,842,043.00"	39.53	"17,342,000.00"	-	-	-
1680	CRANE-W1	1	0.92	0.92	0.92	-8	100	92	100	92	N/A	"55,782,533.88"	-	-	-
1681	BDMS	24.7	24.9	22.3	22.7	-8.1	"259,396,400.00"	"6,029,193,730.00"	"262,005,763.00"	"6,093,761,946.50"	1.67	"355,685,302,289.60"	36.01	5.15	1.57
1682	BEAU06C1904A	0.37	0.41	0.33	0.34	-8.11	"4,308,600.00"	"1,565,313.00"	"4,308,600.00"	"1,565,313.00"	7.18	"20,400,000.00"	-	-	-
1683	RS19C1906A	0.49	0.51	0.45	0.45	-8.16	"1,477,600.00"	"727,699.00"	"1,477,600.00"	"727,699.00"	1.23	"54,000,000.00"	-	-	-
1684	BEM01C1902B	0.49	0.52	0.45	0.45	-8.16	"3,436,400.00"	"1,751,484.00"	"3,436,400.00"	"1,751,484.00"	2.05	"75,406,500.00"	-	-	-
1685	STEC24C1906A	0.6	0.58	0.55	0.55	-8.33	"15,300.00"	"8,418.00"	"15,300.00"	"8,418.00"	0.03	"27,500,000.00"	-	-	-
1686	CBG19C1906A	0.24	0.26	0.22	0.22	-8.33	"3,009,700.00"	"740,595.00"	"3,009,700.00"	"740,595.00"	2.51	"26,400,000.00"	-	-	-
1687	IVL06C1903A	0.24	0.27	0.22	0.22	-8.33	"3,396,300.00"	"856,044.00"	"3,396,300.00"	"856,044.00"	5.66	"13,200,000.00"	-	-	-
1688	TKN19C1905A	0.12	0.13	0.11	0.11	-8.33	"1,724,200.00"	"195,667.00"	"1,724,200.00"	"195,667.00"	1.44	"13,200,000.00"	-	-	-
1689	TRUE01C1905B	0.12	0.12	0.11	0.11	-8.33	"4,603,500.00"	"551,856.00"	"4,603,500.00"	"551,856.00"	4.55	"11,137,500.00"	-	-	-
1690	EA13C1903A	0.12	0.13	0.1	0.11	-8.33	"8,553,500.00"	"1,005,005.00"	"8,553,500.00"	"1,005,005.00"	7.13	"13,200,000.00"	-	-	-
1691	TVO13C1904A	0.12	0.12	0.11	0.11	-8.33	"1,321,000.00"	"157,200.00"	"1,321,000.00"	"157,200.00"	1.1	"13,200,000.00"	-	-	-
1692	EPG19C1904A	0.12	0.11	0.11	0.11	-8.33	"1,051,600.00"	"115,676.00"	"1,051,600.00"	"115,676.00"	0.88	"13,200,000.00"	-	-	-
1693	S5001C1902B	0.12	0.15	0.1	0.11	-8.33	"18,665,800.00"	"2,330,773.00"	"18,665,800.00"	"2,330,773.00"	29.28	"7,011,400.00"	-	-	-
1694	IVL13C1903A	0.12	0.13	0.11	0.11	-8.33	"6,367,200.00"	"772,254.00"	"6,367,200.00"	"772,254.00"	5.31	"13,200,000.00"	-	-	-
1695	IRPC01C1903A	0.12	0.12	0.11	0.11	-8.33	"715,800.00"	"84,298.00"	"715,800.00"	"84,298.00"	0.63	"12,465,200.00"	-	-	-
1696	TISC01C1902B	0.24	0.25	0.22	0.22	-8.33	"4,070,800.00"	"933,491.00"	"4,070,800.00"	"933,491.00"	5.1	"17,547,200.00"	-	-	-
1697	CPN01C1902A	0.24	0.24	0.22	0.22	-8.33	"3,361,200.00"	"796,750.00"	"3,361,200.00"	"796,750.00"	4.72	"15,679,400.00"	-	-	-
1698	GPSC01C1902A	0.12	0.12	0.1	0.11	-8.33	"4,966,200.00"	"533,098.00"	"4,966,200.00"	"533,098.00"	5.71	"9,572,200.00"	-	-	-
1699	DTAC01P1902B	0.12	0.11	0.11	0.11	-8.33	"4,494,600.00"	"494,406.00"	"4,494,600.00"	"494,406.00"	3.77	"13,101,000.00"	-	-	-
1700	AS-W1 <C >	0.12	0.11	0.11	0.11	-8.33	"2,000.00"	220	"2,015.00"	220.15	N/A	"11,271,587.14"	-	-	-
1701	BEAU13C1906A	0.47	0.49	0.43	0.43	-8.51	"70,687,500.00"	"32,280,548.00"	"70,687,500.00"	"32,280,548.00"	58.91	"51,600,000.00"	-	-	-
1702	STEC27C1902A	0.35	0.37	0.32	0.32	-8.57	"270,000.00"	"94,050.00"	"270,000.00"	"94,050.00"	0.54	"16,000,000.00"	-	-	-
1703	ACAP-W2	0.35	0.39	0.32	0.32	-8.57	"12,691,400.00"	"4,458,699.00"	"12,691,400.00"	"4,458,699.00"	17.26	"23,535,538.24"	-	-	-
1704	BH	192.5	194	174	176	-8.57	"6,002,600.00"	"1,091,791,800.00"	"6,004,367.00"	"1,092,113,766.00"	0.82	"128,260,238,832.00"	31.32	7.36	1.53
1705	IVL28C1903A	0.23	0.25	0.21	0.21	-8.7	"8,341,700.00"	"1,912,347.00"	"8,341,700.00"	"1,912,347.00"	10.83	"16,170,000.00"	-	-	-
1706	S5006C1903B	0.57	0.64	0.52	0.52	-8.77	"1,376,100.00"	"770,193.00"	"1,376,100.00"	"770,193.00"	2.29	"31,200,000.00"	-	-	-
1707	BGRI01C1901B	0.57	0.56	0.48	0.52	-8.77	"1,275,600.00"	"675,674.00"	"1,275,600.00"	"675,674.00"	2.86	"23,202,400.00"	-	-	-
1708	BGRI06C1903A	0.91	0.91	0.83	0.83	-8.79	"780,000.00"	"680,600.00"	"780,000.00"	"680,600.00"	1.3	"49,800,000.00"	-	-	-
1709	GULF01C1906A	1	0.97	0.9	0.91	-9	"4,265,600.00"	"3,926,871.00"	"4,265,600.00"	"3,926,871.00"	4.27	"91,000,000.00"	-	-	-
1710	WORK19C1905A	0.11	0.11	0.1	0.1	-9.09	"1,545,800.00"	"169,238.00"	"1,545,800.00"	"169,238.00"	1.29	"12,000,000.00"	-	-	-
1711	RS27C1905A	0.33	0.33	0.3	0.3	-9.09	"1,170,000.00"	"374,400.00"	"1,170,000.00"	"374,400.00"	2.34	"15,000,000.00"	-	-	-
1712	KTB28C1903A	0.11	0.11	0.1	0.1	-9.09	"400,000.00"	"42,000.00"	"400,000.00"	"42,000.00"	0.6	"6,700,000.00"	-	-	-
1713	WHA08C1904A	0.22	0.22	0.2	0.2	-9.09	"2,747,800.00"	"585,528.00"	"2,747,800.00"	"585,528.00"	3.43	"16,000,000.00"	-	-	-
1714	THAN08C1904A	0.11	0.11	0.1	0.1	-9.09	"104,400.00"	"11,151.00"	"104,400.00"	"11,151.00"	0.13	"8,000,000.00"	-	-	-
1715	GUNK13C1903A	0.11	0.12	0.1	0.1	-9.09	"2,964,600.00"	"337,544.00"	"2,964,600.00"	"337,544.00"	2.47	"12,000,000.00"	-	-	-
1716	STEC08C1903A	0.11	0.12	0.1	0.1	-9.09	"296,500.00"	"32,048.00"	"296,500.00"	"32,048.00"	0.37	"8,000,000.00"	-	-	-
1717	MEGA01C1904B	0.11	0.12	0.1	0.1	-9.09	"1,810,000.00"	"191,680.00"	"1,810,000.00"	"191,680.00"	3.21	"5,635,000.00"	-	-	-
1718	LH01C1903A	0.11	0.11	0.1	0.1	-9.09	"12,406,800.00"	"1,250,278.00"	"12,406,800.00"	"1,250,278.00"	9.26	"13,400,000.00"	-	-	-
1719	STEC01C1902A	0.33	0.35	0.3	0.3	-9.09	"4,869,100.00"	"1,581,013.00"	"4,869,100.00"	"1,581,013.00"	10.34	"14,133,000.00"	-	-	-
1720	BANP01C1903A	0.11	0.11	0.1	0.1	-9.09	"8,395,200.00"	"919,672.00"	"8,395,200.00"	"919,672.00"	8.02	"10,468,000.00"	-	-	-
1721	PTTG19C1902A	0.11	0.11	0.1	0.1	-9.09	"981,000.00"	"107,710.00"	"981,000.00"	"107,710.00"	0.82	"12,000,000.00"	-	-	-
1722	TASC19C1902A	0.11	0.11	0.1	0.1	-9.09	"1,351,100.00"	"138,867.00"	"1,351,100.00"	"138,867.00"	1.13	"12,000,000.00"	-	-	-
1723	EPG11C1903A	0.11	0.11	0.1	0.1	-9.09	"1,096,700.00"	"110,218.00"	"1,096,700.00"	"110,218.00"	4.46	"2,460,000.00"	-	-	-
1724	MILL-W5	0.11	0.11	0.09	0.1	-9.09	"384,700.00"	"38,444.00"	"384,799.00"	"38,451.59"	0.04	"90,504,484.00"	-	-	-
1725	NVD-W1	0.33	0.36	0.3	0.3	-9.09	"7,823,000.00"	"2,553,513.00"	"7,823,020.00"	"2,553,519.20"	2.83	"82,835,985.00"	-	-	-
1726	"PE <C , NP>"	0.22	0.22	0.2	0.2	-9.09	"118,900.00"	"25,025.00"	"118,900.00"	"25,025.00"	0.01	"160,000,000.00"	18.46	1.52	N/A
1727	AMAT28C1906A	0.54	0.54	0.49	0.49	-9.26	"3,478,200.00"	"1,772,868.00"	"3,478,200.00"	"1,772,868.00"	4.64	"36,750,000.00"	-	-	-
1728	AMAT01C1903A	0.54	0.54	0.49	0.49	-9.26	"7,409,000.00"	"3,769,488.00"	"7,409,000.00"	"3,769,488.00"	11.87	"30,585,800.00"	-	-	-
1729	TKN01C1906A	0.63	0.65	0.57	0.57	-9.52	"6,131,800.00"	"3,687,571.00"	"6,131,800.00"	"3,687,571.00"	13.76	"25,393,500.00"	-	-	-
1730	BANP11C1909A	0.21	0.21	0.19	0.19	-9.52	"3,808,300.00"	"786,732.00"	"3,808,300.00"	"786,732.00"	4.23	"17,100,000.00"	-	-	-
1731	S5028C1903A	0.31	0.35	0.28	0.28	-9.68	"59,330,600.00"	"19,183,871.00"	"59,330,600.00"	"19,183,871.00"	123.61	"13,440,000.00"	-	-	-
1732	BEM24C1902A	0.31	0.33	0.28	0.28	-9.68	"404,500.00"	"113,360.00"	"404,500.00"	"113,360.00"	0.81	"14,000,000.00"	-	-	-
1733	KTC19C1901A	0.31	0.37	0.28	0.28	-9.68	"2,584,800.00"	"828,388.00"	"2,584,800.00"	"828,388.00"	2.15	"33,600,000.00"	-	-	-
1734	AOT01P1904B	0.41	0.4	0.37	0.37	-9.76	"7,510,200.00"	"2,838,987.00"	"7,510,200.00"	"2,838,987.00"	10.81	"25,696,500.00"	-	-	-
1735	GULF01C1906B	1	0.96	0.89	0.9	-10	"2,525,100.00"	"2,320,292.00"	"2,525,100.00"	"2,320,292.00"	3.16	"72,000,000.00"	-	-	-
1736	AEON01C1906B	1	0.92	0.84	0.9	-10	"6,328,100.00"	"5,603,588.00"	"6,328,100.00"	"5,603,588.00"	31.64	"18,000,000.00"	-	-	-
1737	BEAU28C1904A	0.1	0.1	0.09	0.09	-10	"1,107,400.00"	"99,668.00"	"1,107,400.00"	"99,668.00"	1.79	"5,580,000.00"	-	-	-
1738	ESSO28C1904A	0.1	0.11	0.09	0.09	-10	"1,981,700.00"	"209,609.00"	"1,981,700.00"	"209,609.00"	1.8	"9,900,000.00"	-	-	-
1739	INTU28C1904A	0.1	0.1	0.09	0.09	-10	"1,209,300.00"	"117,036.00"	"1,209,300.00"	"117,036.00"	1.68	"6,480,000.00"	-	-	-
1740	BCPG13C1904A	0.1	0.11	0.09	0.09	-10	"1,998,200.00"	"206,378.00"	"1,998,200.00"	"206,378.00"	1.67	"10,800,000.00"	-	-	-
1741	PTTG28C1904A	0.2	0.21	0.18	0.18	-10	"8,476,900.00"	"1,623,750.00"	"8,476,900.00"	"1,623,750.00"	16.95	"9,000,000.00"	-	-	-
1742	AOT24C1904A	0.2	0.19	0.18	0.18	-10	400	74	400	74	N/A	"9,000,000.00"	-	-	-
1743	AAV08C1903A	0.1	0.09	0.08	0.09	-10	"864,300.00"	"77,727.00"	"864,300.00"	"77,727.00"	1.08	"7,200,000.00"	-	-	-
1744	AMAT08C1903A	0.3	0.3	0.27	0.27	-10	"1,425,800.00"	"398,606.00"	"1,425,800.00"	"398,606.00"	1.78	"21,600,000.00"	-	-	-
1745	BTS19C1901A	0.1	0.1	0.09	0.09	-10	"884,400.00"	"85,219.00"	"884,400.00"	"85,219.00"	0.74	"10,800,000.00"	-	-	-
1746	WHA11C1903A	0.1	0.1	0.09	0.09	-10	"350,600.00"	"33,660.00"	"350,600.00"	"33,660.00"	0.91	"3,483,000.00"	-	-	-
