Top Ranking															
	Market ALL (SET+mai)														
Rank By :	% Change														
Period :	Daily  10/01/2019 To 10/01/2019														
Rank	Symbol	Prior	High	Low	Close	% Change	AOM Volume (Shares)	AOM Value (Baht)	Total Volume (Shares)	Total Value (Baht)	Turnover Ratio (%)	Market Capital (Baht)	P/E* (Times)	P/BV* (Times)	Dividend Yield (%)
1004	WORK	23.6	23.8	23.5	23.5	-0.42	"241,800.00"	"5,703,590.00"	"242,060.00"	"5,709,741.30"	0.05	"10,376,647,709.50"	25.9	2.26	5.79
1005	NETBAY	22.9	23.2	22.7	22.8	-0.44	"125,600.00"	"2,876,050.00"	"125,600.00"	"2,876,050.00"	0.06	"4,560,000,000.00"	32.6	10.56	2.09
1006	1DIV	11.1	11.11	10.83	11.05	-0.45	"8,000.00"	"88,441.00"	"8,000.00"	"88,441.00"	0.01	"1,051,890,064.55"	-	0.97	9.05
1007	UPOIC	4.48	4.46	4.46	4.46	-0.45	"1,300.00"	"5,798.00"	"1,300.00"	"5,798.00"	N/A	"1,445,263,000.00"	N/A	1.38	2.24
1008	STPI	4.22	4.24	4.16	4.2	-0.47	"844,300.00"	"3,546,608.00"	"844,300.00"	"3,546,608.00"	0.05	"6,825,762,207.60"	N/A	0.97	N/A
1009	STANLY	215	218	214	214	-0.47	"2,400.00"	"515,700.00"	"2,445.00"	"525,366.00"	N/A	"16,397,750,000.00"	8.78	1.1	3.27
1010	ABICO	4.3	4.32	4.24	4.28	-0.47	"6,900.00"	"29,378.00"	"6,900.00"	"29,378.00"	N/A	"1,005,800,000.00"	24.87	1.22	1.75
1011	SCCC	215	217	212	214	-0.47	"103,500.00"	"22,061,400.00"	"103,596.00"	"22,082,005.00"	0.03	"63,772,000,000.00"	20.27	1.91	4.67
1012	APCO	4.1	4.1	4.02	4.08	-0.49	"74,500.00"	"301,992.00"	"74,600.00"	"302,360.60"	0.01	"2,448,000,000.00"	24.37	4.15	4.41
1013	KBS	4.02	4	3.98	4	-0.5	"89,800.00"	"357,830.00"	"89,800.00"	"357,830.00"	0.01	"2,400,000,000.00"	N/A	0.69	N/A
1014	THANA	2	2	1.95	1.99	-0.5	"147,200.00"	"290,447.00"	"147,200.00"	"290,447.00"	0.06	"503,891,880.00"	N/A	1.1	N/A
1015	MBK	20	20.2	19.7	19.9	-0.5	"1,948,900.00"	"38,814,100.00"	"1,948,900.00"	"38,814,100.00"	0.11	"33,728,967,700.00"	11.17	1.46	3.54
1016	KTB	20	20.1	19.7	19.9	-0.5	"20,927,600.00"	"416,340,340.00"	"21,838,867.00"	"434,565,672.50"	0.16	"278,123,618,875.00"	10.25	0.93	3.07
1017	MTC	49	49.5	48	48.75	-0.51	"4,421,200.00"	"215,853,975.00"	"4,421,201.00"	"215,854,024.00"	0.21	"103,350,000,000.00"	29.92	9.16	0.37
1018	SAWAD	49	49.5	48.25	48.75	-0.51	"2,261,300.00"	"110,317,825.00"	"2,261,479.00"	"110,326,542.25"	0.2	"55,953,864,915.00"	21.02	5.07	0.01
1019	UAC	3.92	3.92	3.9	3.9	-0.51	"13,600.00"	"53,254.00"	"13,600.00"	"53,254.00"	N/A	"2,603,660,673.90"	16.16	1.95	3.08
1020	UTP	9.8	10	9.7	9.75	-0.51	"472,400.00"	"4,643,770.00"	"472,470.00"	"4,644,470.00"	0.07	"6,337,500,000.00"	9.29	2.56	2.56
1021	TPIPL	1.96	1.98	1.95	1.95	-0.51	"9,261,400.00"	"18,213,509.00"	"9,261,437.00"	"18,213,581.92"	0.05	"39,370,500,000.00"	N/A	0.84	1.08
1022	LH	9.9	9.95	9.8	9.85	-0.51	"20,994,400.00"	"206,992,295.00"	"21,196,295.00"	"208,980,971.85"	0.18	"117,704,674,783.60"	11.59	2.44	7.61
1023	RSP	3.7	3.7	3.5	3.68	-0.54	"181,700.00"	"665,400.00"	"181,701.00"	"665,403.50"	0.02	"2,833,600,000.00"	16.48	1.58	4.08
1024	ZIGA	1.87	1.86	1.84	1.86	-0.53	"60,500.00"	"112,018.00"	"60,500.00"	"112,018.00"	0.01	"967,200,000.00"	19.71	1.29	6.99
1025	BTS06C1903C	9.25	9.2	9.15	9.2	-0.54	"100,000.00"	"915,400.00"	"100,000.00"	"915,400.00"	0.4	"230,000,000.00"	-	-	-
1026	SR	1.87	1.87	1.86	1.86	-0.53	"5,800.00"	"10,827.00"	"5,800.00"	"10,827.00"	N/A	"1,258,662,000.00"	21.1	1.11	2.42
1027	TPCH	9.4	9.55	9.3	9.35	-0.53	"295,600.00"	"2,788,910.00"	"295,601.00"	"2,788,919.40"	0.07	"3,751,220,000.00"	11	1.56	0.6
1028	KWG	1.89	1.89	1.81	1.88	-0.53	600	"1,125.00"	600	"1,125.00"	N/A	"2,476,060,523.60"	N/A	0.82	N/A
1029	MDX	3.76	3.78	3.74	3.74	-0.53	"11,700.00"	"43,930.00"	"11,700.00"	"43,930.00"	N/A	"1,778,718,351.08"	5.73	0.55	N/A
1030	FSS	1.83	1.84	1.82	1.82	-0.55	"105,200.00"	"192,174.00"	"105,281.00"	"192,296.78"	0.02	"1,058,153,505.50"	15.74	0.41	3.3
1031	MODERN	3.72	3.72	3.7	3.7	-0.54	"457,700.00"	"1,693,544.00"	"457,777.00"	"1,693,830.44"	0.06	"2,775,000,000.00"	14.38	1.17	8.11
1032	MONO	1.82	1.84	1.78	1.81	-0.55	"2,373,600.00"	"4,307,470.00"	"2,373,660.00"	"4,307,578.93"	0.07	"6,282,563,680.98"	N/A	2.25	3.28
1033	ECL	1.8	1.84	1.79	1.79	-0.56	"1,720,800.00"	"3,100,158.00"	"1,720,801.00"	"3,100,159.83"	0.16	"1,984,854,466.76"	15.94	1.16	1.86
1034	BCT	44.5	44.5	44	44.25	-0.56	"3,000.00"	"132,900.00"	"3,000.00"	"132,900.00"	N/A	"13,275,000,000.00"	5.4	0.76	2.26
1035	AFC	9.05	9	9	9	-0.55	"2,200.00"	"19,800.00"	"2,200.00"	"19,800.00"	N/A	"410,168,394.00"	66.85	0.34	N/A
1036	JAS-W3	1.75	1.79	1.74	1.74	-0.57	"181,100.00"	"319,065.00"	"181,123.00"	"319,105.02"	0.01	"2,291,822,082.72"	-	-	-
1037	PM	8.75	8.75	8.6	8.7	-0.57	"207,700.00"	"1,801,945.00"	"207,700.00"	"1,801,945.00"	0.03	"5,204,734,110.00"	15.34	3.3	9.2
1038	TIF1	8.75	8.75	8.7	8.7	-0.57	"3,700.00"	"32,240.00"	"3,700.00"	"32,240.00"	N/A	"783,000,000.00"	-	0.82	6.34
1039	CCET	1.72	1.73	1.7	1.71	-0.58	"301,200.00"	"515,018.00"	"301,250.00"	"515,102.50"	0.01	"7,788,440,513.25"	48.17	0.45	5.85
1040	SCP	8.5	8.55	8.45	8.45	-0.59	"239,900.00"	"2,032,300.00"	"240,000.00"	"2,033,159.70"	0.08	"2,535,000,000.00"	8.31	1.31	4.73
1041	U-P	3.26	3.24	3.22	3.24	-0.61	"302,000.00"	"977,170.00"	"302,000.00"	"977,170.00"	0.01	"12,119,463,524.88"	-	-	-
1042	BTS23C1905A	1.63	1.64	1.62	1.62	-0.61	"1,503,000.00"	"2,459,860.00"	"1,503,000.00"	"2,459,860.00"	0.46	"534,600,000.00"	-	-	-
1043	TWPC	8	8	7.9	7.95	-0.62	"56,400.00"	"447,810.00"	"56,410.00"	"447,889.50"	0.01	"6,999,346,393.50"	27.39	1.35	4.03
1044	RWI	1.61	1.6	1.59	1.6	-0.62	"50,500.00"	"80,460.00"	"50,501.00"	"80,461.70"	0.01	"1,018,184,297.60"	25.31	0.98	6.31
1045	JKN	7.85	8	7.75	7.8	-0.64	"702,400.00"	"5,518,030.00"	"702,412.00"	"5,518,124.55"	0.13	"4,212,000,000.00"	21.79	2.1	N/A
1046	RICHY	1.58	1.58	1.56	1.57	-0.63	"318,200.00"	"499,812.00"	"318,218.00"	"499,837.04"	0.03	"1,640,429,317.66"	3.55	0.73	0.52
1047	PRECHA	1.6	1.6	1.57	1.59	-0.63	"79,900.00"	"127,776.00"	"79,901.00"	"127,777.70"	0.02	"534,240,000.00"	N/A	1.1	N/A
1048	TC	3.18	3.16	3.1	3.16	-0.63	"40,100.00"	"125,600.00"	"40,100.00"	"125,600.00"	0.01	"1,042,800,000.00"	12.27	0.62	1.58
1049	GPSC01P1902A	1.56	1.6	1.55	1.55	-0.64	"2,751,400.00"	"4,349,236.00"	"2,751,400.00"	"4,349,236.00"	5.77	"73,888,500.00"	-	-	-
1050	TCMC	1.58	1.6	1.55	1.57	-0.63	"1,903,700.00"	"2,988,790.00"	"1,903,700.00"	"2,988,790.00"	0.25	"1,198,206,690.75"	8.13	0.42	2.55
1051	BKD	3.06	3.1	3.04	3.04	-0.65	"155,400.00"	"475,628.00"	"155,401.00"	"475,631.12"	0.01	"3,271,679,822.72"	22.06	2.05	8.14
1052	TVD	1.54	1.54	1.53	1.53	-0.65	"74,500.00"	"114,197.00"	"74,513.00"	"114,217.15"	0.01	"994,982,355.45"	22.87	1.57	N/A
1053	ATP30	1.5	1.5	1.49	1.49	-0.67	"78,100.00"	"116,660.00"	"78,111.00"	"116,675.84"	0.01	"816,857,158.69"	19	2.58	2.01
1054	TDEX	10.59	10.64	10.51	10.52	-0.66	"273,700.00"	"2,893,713.00"	"273,700.00"	"2,893,713.00"	0.02	"18,521,126,757.60"	-	0.93	2.76
1055	SAPPE	14.9	15	14.8	14.8	-0.67	"159,100.00"	"2,365,650.00"	"159,101.00"	"2,365,665.00"	0.05	"4,504,647,584.00"	11.88	1.9	4.66
1056	GUNKUL	2.98	3	2.92	2.96	-0.67	"8,546,000.00"	"25,329,752.00"	"8,546,070.00"	"25,329,960.68"	0.12	"21,959,119,619.28"	23.62	2.56	1.54
1057	PLANET	1.45	1.49	1.44	1.44	-0.69	"41,200.00"	"59,700.00"	"41,200.00"	"59,700.00"	0.02	"360,000,000.00"	398.02	0.89	N/A
1058	DIF	14.6	14.7	14.5	14.5	-0.68	"9,077,700.00"	"132,338,140.00"	"9,077,955.00"	"132,341,864.50"	0.09	"139,750,174,283.00"	-	0.96	4.05
1059	DEMCO	2.92	3.02	2.9	2.9	-0.68	"994,300.00"	"2,937,908.00"	"994,300.00"	"2,937,908.00"	0.14	"2,117,998,327.90"	19.92	0.66	N/A
1060	PLAT	7.1	7.25	7	7.05	-0.7	"1,423,600.00"	"10,101,670.00"	"1,423,655.00"	"10,102,058.50"	0.05	"19,740,000,000.00"	24.96	2.25	2.84
1061	AU	7	7.1	6.95	6.95	-0.71	"741,600.00"	"5,209,770.00"	"741,600.00"	"5,209,770.00"	0.09	"5,668,583,748.95"	42.77	6.24	2.16
1062	PDG	2.82	2.84	2.8	2.8	-0.71	"55,800.00"	"157,894.00"	"55,800.00"	"157,894.00"	0.02	"756,000,000.00"	11.87	1.38	7.86
1063	GLAND	2.82	2.86	2.8	2.8	-0.71	"1,215,500.00"	"3,410,336.00"	"1,215,502.00"	"3,410,341.60"	0.02	"18,199,523,050.80"	20.99	1.6	3.27
1064	STA	14.1	14.3	13.9	14	-0.71	"4,603,700.00"	"64,823,670.00"	"4,603,723.00"	"64,823,985.80"	0.3	"21,503,999,972.00"	8.98	0.88	N/A
1065	SNC	13.7	13.8	13.5	13.6	-0.73	"190,200.00"	"2,589,490.00"	"190,207.00"	"2,589,585.20"	0.07	"3,913,771,810.40"	8.2	1.44	6.62
1066	TSC	13.4	13.4	13.3	13.3	-0.75	"3,000.00"	"40,050.00"	"3,000.00"	"40,050.00"	N/A	"3,455,340,000.00"	13.77	2.05	7.52
1067	THG	32.75	32.75	32.25	32.5	-0.76	"830,800.00"	"26,982,675.00"	"830,831.00"	"26,983,675.50"	0.1	"27,595,100,000.00"	57.02	3.29	1.23
1068	EPG	6.6	6.7	6.55	6.55	-0.76	"1,847,200.00"	"12,188,155.00"	"1,847,200.00"	"12,188,155.00"	0.07	"18,340,000,000.00"	18.69	1.79	3.82
1069	ABPIF	6.5	6.55	6.4	6.45	-0.77	"315,700.00"	"2,045,360.00"	"315,700.00"	"2,045,360.00"	0.05	"3,870,000,000.00"	-	0.84	13.49
1070	TMT	13.1	13.1	13	13	-0.76	"26,800.00"	"350,910.00"	"26,800.00"	"350,910.00"	0.01	"5,659,927,221.00"	11.67	2.14	9.23
1071	UEC	1.29	1.28	1.28	1.28	-0.78	"44,400.00"	"56,832.00"	"44,400.00"	"56,832.00"	0.01	"730,253,568.00"	N/A	0.49	3.13
1072	SIRI	1.27	1.27	1.23	1.26	-0.79	"35,032,800.00"	"43,811,955.00"	"35,033,374.00"	"43,812,673.61"	0.24	"18,727,045,243.20"	10.21	0.61	9.65
1073	FMT	25	24.8	24.8	24.8	-0.8	100	"2,480.00"	100	"2,480.00"	N/A	"1,190,400,000.00"	8.98	0.79	6.05
1074	UMI	1.25	1.29	1.22	1.24	-0.8	"2,764,200.00"	"3,488,873.00"	"2,764,200.00"	"3,488,873.00"	0.33	"1,037,265,878.84"	N/A	0.74	N/A
1075	PTTG01P1904B	1.22	1.23	1.21	1.21	-0.82	"3,408,700.00"	"4,177,553.00"	"3,408,700.00"	"4,177,553.00"	6.35	"64,904,400.00"	-	-	-
1076	BIG	1.23	1.25	1.22	1.22	-0.81	"808,800.00"	"993,029.00"	"808,800.00"	"993,029.00"	0.02	"4,305,232,136.00"	6.45	2.44	10.66
1077	PDI	12.3	12.3	12.2	12.2	-0.81	"18,900.00"	"230,950.00"	"18,900.00"	"230,950.00"	0.01	"2,757,201,220.00"	13.58	0.59	12.3
1078	LIT	5.95	6	5.9	5.9	-0.84	"95,700.00"	"569,335.00"	"95,739.00"	"569,565.10"	0.04	"1,302,241,545.40"	8.68	1.22	5.41
1079	SYNEX	12	12.1	11.9	11.9	-0.83	"203,800.00"	"2,435,130.00"	"203,912.00"	"2,436,476.00"	0.03	"9,166,910,923.10"	13.17	3.18	4.45
1080	ASK	23.9	24	23.7	23.7	-0.84	"151,400.00"	"3,604,180.00"	"151,469.00"	"3,605,836.00"	0.04	"8,339,926,668.00"	10.64	1.7	6.24
1081	BTSGIF	11.8	11.8	11.7	11.7	-0.85	"2,943,400.00"	"34,439,290.00"	"2,943,400.00"	"34,439,290.00"	0.05	"67,719,600,000.00"	-	1.02	6.82
1082	CTARAF	4.7	4.72	4.62	4.66	-0.85	"17,700.00"	"82,668.00"	"17,700.00"	"82,668.00"	0.01	"1,491,200,000.00"	-	0.72	7.1
1083	SMIT	5.85	5.9	5.8	5.8	-0.85	"105,600.00"	"618,380.00"	"105,700.00"	"618,970.05"	0.02	"3,074,000,000.00"	10.63	1.39	6.21
1084	IRPC	5.9	5.95	5.8	5.85	-0.85	"56,748,600.00"	"333,169,570.00"	"56,749,273.00"	"333,173,566.10"	0.28	"119,541,352,589.10"	8.62	1.34	4.96
1085	BIZ	2.32	2.32	2.28	2.3	-0.86	"133,100.00"	"306,372.00"	"133,101.00"	"306,374.56"	0.03	"920,000,000.00"	14.02	1.7	3.48
1086	THIP	23.3	23.4	22.9	23.1	-0.86	"18,500.00"	"426,950.00"	"18,500.00"	"426,950.00"	0.02	"1,848,000,000.00"	6.12	1.14	5.41
1087	WHAUP	5.7	5.75	5.65	5.65	-0.88	"1,261,400.00"	"7,201,245.00"	"1,261,500.00"	"7,201,821.00"	0.03	"21,611,250,000.00"	10.39	1.61	3.6
1088	XO	11.5	11.6	11.2	11.4	-0.87	"255,000.00"	"2,913,400.00"	"255,000.00"	"2,913,400.00"	0.07	"4,032,119,181.00"	24.21	6.11	0.7
1089	PT	5.75	5.75	5.65	5.7	-0.87	"64,600.00"	"367,670.00"	"64,602.00"	"367,681.45"	0.02	"1,618,166,969.40"	8.44	2.5	8.77
1090	BGRIM	28.25	28.5	27.5	28	-0.88	"4,688,400.00"	"130,992,825.00"	"4,688,491.00"	"130,995,383.25"	0.18	"72,993,200,000.00"	33.32	3.82	1.07
1091	SISB	4.46	4.5	4.42	4.42	-0.9	"1,140,500.00"	"5,080,188.00"	"1,140,501.00"	"5,080,192.48"	0.12	"4,154,800,000.00"	50.65	-	N/A
1092	TLHPF	11	10.9	10.8	10.9	-0.91	"16,000.00"	"174,300.00"	"16,000.00"	"174,300.00"	0.01	"1,874,800,000.00"	-	1.04	6.76
1093	LPH	5.55	5.55	5.3	5.5	-0.9	"676,800.00"	"3,686,800.00"	"676,800.00"	"3,686,800.00"	0.09	"4,125,000,000.00"	19.15	2.73	3.76
1094	B-WORK	10.9	10.8	10.7	10.8	-0.92	"64,700.00"	"698,700.00"	"64,700.00"	"698,700.00"	0.02	"3,983,040,000.00"	-	1.08	N/A
1095	SPVI	1.1	1.11	1.09	1.09	-0.91	"191,100.00"	"209,246.00"	"191,122.00"	"209,271.25"	0.05	"436,000,000.00"	11.18	1.4	3.67
1096	STI	5.4	5.6	5.3	5.35	-0.93	"464,800.00"	"2,535,605.00"	"464,800.00"	"2,535,605.00"	0.17	"1,433,800,000.00"	25.33	-	N/A
1097	KTIS	5.45	5.4	5.35	5.4	-0.92	"20,400.00"	"109,740.00"	"20,400.00"	"109,740.00"	N/A	"20,844,000,054.00"	24.84	2.54	3.47
1098	IVL	54.25	55	53.5	53.75	-0.92	"15,239,600.00"	"824,614,700.00"	"15,395,735.00"	"833,485,954.00"	0.27	"301,782,165,055.00"	8.85	2.09	1.75
1099	SQ	2.12	2.12	2.08	2.1	-0.94	"802,300.00"	"1,677,164.00"	"802,302.00"	"1,677,168.34"	0.07	"2,390,881,290.00"	N/A	1.11	5.82
1100	HTECH	5.3	5.4	5.2	5.25	-0.94	"315,800.00"	"1,676,645.00"	"315,800.00"	"1,676,645.00"	0.11	"1,575,001,785.00"	9.6	1.51	4
1101	TVO	26.75	27	26.5	26.5	-0.93	"905,000.00"	"24,167,825.00"	"905,112.00"	"24,170,836.00"	0.11	"21,428,191,102.50"	10.16	2.61	5.4
1102	SVH	424	426	420	420	-0.94	"5,700.00"	"2,409,800.00"	"5,708.00"	"2,413,224.00"	0.01	"42,000,000,000.00"	22.96	5	2.98
1103	S5001C1903H	1.01	1.07	0.93	1	-0.99	"247,375,400.00"	"247,442,251.00"	"247,375,400.00"	"247,442,251.00"	244.85	"101,030,000.00"	-	-	-
1104	TFFIF	10.2	10.2	10.1	10.1	-0.98	"4,106,900.00"	"41,860,300.00"	"4,106,905.00"	"41,860,351.00"	0.09	"46,157,000,000.00"	-	-	N/A
1105	TM	2.06	2.06	2.02	2.04	-0.97	"42,700.00"	"87,094.00"	"42,700.00"	"87,094.00"	0.01	"628,319,973.48"	11.01	1.56	3.98
1106	TAE	2.06	2.06	2.04	2.04	-0.97	"128,500.00"	"262,150.00"	"128,501.00"	"262,152.10"	0.01	"2,040,000,000.00"	27.49	1.22	7.35
1107	JMT-W2	2.02	2.1	1.99	2	-0.99	"307,600.00"	"631,024.00"	"307,600.00"	"631,024.00"	0.14	"443,994,940.00"	-	-	-
1108	OTO	2.04	2.08	2	2.02	-0.98	"57,500.00"	"116,696.00"	"57,501.00"	"116,698.04"	0.02	"565,600,000.00"	18.56	0.66	7.43
1109	CNT	2.04	2.08	2.02	2.02	-0.98	"58,700.00"	"120,276.00"	"58,700.00"	"120,276.00"	0.01	"2,076,366,370.88"	N/A	1.23	4.89
1110	SPPT	4	4	3.86	3.96	-1	"188,600.00"	"739,612.00"	"188,600.00"	"739,612.00"	0.08	"918,739,800.00"	N/A	2.1	N/A
1111	META	1.95	1.97	1.93	1.93	-1.03	"1,354,700.00"	"2,638,688.00"	"1,354,782.00"	"2,638,835.60"	0.11	"2,461,013,209.54"	N/A	1.26	N/A
1112	SMT	1.96	1.96	1.93	1.94	-1.02	"28,700.00"	"55,964.00"	"28,700.00"	"55,964.00"	N/A	"1,622,769,194.04"	N/A	1.28	N/A
1113	INTUCH	49	49.25	47.75	48.5	-1.02	"7,338,200.00"	"355,985,850.00"	"7,339,282.00"	"356,038,172.50"	0.23	"155,511,384,792.50"	13.64	5.38	8.52
1114	UNIQ	9.6	9.75	9.5	9.5	-1.04	"1,763,800.00"	"16,946,550.00"	"1,763,800.00"	"16,946,550.00"	0.16	"10,269,654,403.50"	13	1.37	3.47
1115	SNP	19.2	19	18.9	19	-1.04	"5,100.00"	"96,840.00"	"5,100.00"	"96,840.00"	N/A	"9,317,758,935.00"	20.03	3.87	4.58
1116	ETE	0.94	0.95	0.93	0.93	-1.06	"216,000.00"	"201,473.00"	"216,000.00"	"201,473.00"	0.04	"520,800,000.00"	N/A	0.66	3.23
1117	LDC	0.94	0.94	0.92	0.93	-1.06	"145,400.00"	"134,826.00"	"145,401.00"	"134,826.93"	0.02	"558,000,000.00"	N/A	1.9	N/A
1118	ESET50	5.58	5.6	5.52	5.52	-1.08	"1,400.00"	"7,756.00"	"1,400.00"	"7,756.00"	N/A	"2,369,683,504.80"	-	0.89	3.62
1119	NDR	1.84	1.83	1.79	1.82	-1.09	"117,100.00"	"210,071.00"	"117,101.00"	"210,072.81"	0.04	"574,012,555.48"	N/A	0.8	0.13
1120	NER	1.81	1.82	1.79	1.79	-1.1	"9,698,400.00"	"17,485,497.00"	"9,698,400.00"	"17,485,497.00"	0.63	"2,756,600,000.00"	5.47	-	N/A
1121	PTTE01P1904A	1.79	1.79	1.73	1.77	-1.12	"2,567,000.00"	"4,526,265.00"	"2,567,000.00"	"4,526,265.00"	4.58	"99,261,600.00"	-	-	-
1122	S5001P1903G	0.88	0.94	0.81	0.87	-1.14	"294,046,700.00"	"257,914,471.00"	"294,046,700.00"	"257,914,471.00"	294.05	"87,000,000.00"	-	-	-
1123	ICN	1.75	1.76	1.72	1.73	-1.14	"155,800.00"	"271,886.00"	"155,890.00"	"272,043.95"	0.03	"778,500,000.00"	9.24	1.5	5.2
1124	SEAFCO	8.65	8.7	8.5	8.55	-1.16	"2,233,600.00"	"19,220,470.00"	"2,233,733.00"	"19,221,613.25"	0.33	"5,749,553,759.40"	18.07	4.36	1.33
1125	S5006P1903B	0.85	0.91	0.77	0.84	-1.18	"6,935,100.00"	"5,815,609.00"	"6,935,100.00"	"5,815,609.00"	11.56	"50,400,000.00"	-	-	-
1126	S5001C1903G	0.83	0.88	0.75	0.82	-1.2	"204,011,500.00"	"165,404,020.00"	"204,011,500.00"	"165,404,020.00"	204.01	"82,000,000.00"	-	-	-
1127	AOT16C1912A	0.83	0.82	0.82	0.82	-1.2	"15,200.00"	"12,464.00"	"15,200.00"	"12,464.00"	0.04	"32,800,000.00"	-	-	-
1128	CPT	0.79	0.79	0.77	0.78	-1.27	"6,096,200.00"	"4,769,198.00"	"6,096,200.00"	"4,769,198.00"	0.68	"702,000,000.00"	9.82	0.71	17.95
1129	TMC	0.79	0.79	0.78	0.78	-1.27	"46,900.00"	"36,851.00"	"46,900.00"	"36,851.00"	0.01	"357,843,503.16"	N/A	0.7	N/A
1130	THE	1.58	1.58	1.56	1.56	-1.27	"83,100.00"	"130,333.00"	"83,100.00"	"130,333.00"	0.01	"1,719,213,849.60"	12.87	0.94	6.4
1131	STAR	4.76	4.98	4.62	4.7	-1.26	"43,600.00"	"204,944.00"	"43,600.00"	"204,944.00"	0.02	"1,273,274,635.90"	30.76	2.48	N/A
1132	BCH	15.8	15.7	14.9	15.6	-1.27	"64,753,700.00"	"991,744,250.00"	"64,754,350.00"	"991,754,151.30"	2.6	"38,902,468,550.40"	35.41	7.15	1.28
1133	ASP	3.18	3.18	3.14	3.14	-1.26	"1,379,400.00"	"4,357,838.00"	"1,379,498.00"	"4,358,146.62"	0.07	"6,611,759,978.16"	10.94	1.43	9.55
1134	ECF-W3	0.78	0.78	0.75	0.77	-1.28	"127,400.00"	"97,437.00"	"127,400.00"	"97,437.00"	0.1	"100,062,756.64"	-	-	-
1135	ASIAN	7.85	8.05	7.75	7.75	-1.27	"4,077,600.00"	"32,201,965.00"	"4,077,632.00"	"32,202,223.40"	0.75	"4,206,138,504.75"	11.33	1.58	3.71
1136	LTX	97.25	97.75	96	96	-1.29	"6,400.00"	"619,900.00"	"6,400.00"	"619,900.00"	0.01	"4,976,640,000.00"	9.23	0.83	2.86
1137	CMC	1.53	1.53	1.5	1.51	-1.31	"3,461,400.00"	"5,239,352.00"	"3,461,400.00"	"5,239,352.00"	0.35	"1,510,000,000.00"	6.23	-	N/A
1138	IFS	3.08	3.12	3.04	3.04	-1.3	"38,900.00"	"119,840.00"	"38,991.00"	"120,120.70"	0.01	"1,500,239,924.00"	9.23	1.13	5
1139	NWR	0.77	0.78	0.76	0.76	-1.3	"2,811,000.00"	"2,161,264.00"	"2,811,136.00"	"2,161,351.78"	0.11	"1,964,965,951.40"	9.24	0.51	N/A
1140	BJC01P1906A	0.76	0.81	0.73	0.75	-1.32	"11,059,700.00"	"8,349,861.00"	"11,059,700.00"	"8,349,861.00"	21.61	"38,377,500.00"	-	-	-
1141	SSP	7.55	7.55	7.35	7.45	-1.32	"328,200.00"	"2,438,005.00"	"328,200.00"	"2,438,005.00"	0.04	"6,868,900,000.00"	15.24	1.98	2.75
1142	JUBILE	15.2	15.3	15	15	-1.32	"31,900.00"	"480,910.00"	"31,900.00"	"480,910.00"	0.02	"2,614,096,875.00"	12.54	2.96	4.27
1143	S10001C1911A	0.75	0.76	0.72	0.74	-1.33	"97,900.00"	"72,512.00"	"97,900.00"	"72,512.00"	0.19	"37,177,600.00"	-	-	-
1144	PTTG01P1901A	0.75	0.74	0.73	0.74	-1.33	"2,950,100.00"	"2,179,334.00"	"2,950,100.00"	"2,179,334.00"	6.58	"33,181,600.00"	-	-	-
1145	DCC-W1	0.74	0.75	0.73	0.73	-1.35	"3,880,900.00"	"2,859,417.00"	"3,881,073.00"	"2,859,544.24"	0.15	"1,906,166,264.72"	-	-	-
1146	TAKUNI	0.74	0.76	0.73	0.73	-1.35	"191,800.00"	"142,863.00"	"191,800.00"	"142,863.00"	0.02	"584,000,000.00"	18.18	0.74	4.79
1147	HMPRO	14.9	15	14.5	14.7	-1.34	"30,225,200.00"	"443,055,920.00"	"30,225,610.00"	"443,061,958.00"	0.23	"193,322,610,967.50"	35.45	10.61	2.11
1148	BLAN01P1903A	0.73	0.74	0.72	0.72	-1.37	"1,126,000.00"	"823,153.00"	"1,126,000.00"	"823,153.00"	2.82	"28,800,000.00"	-	-	-
1149	TASCO	14.7	14.8	14.4	14.5	-1.36	"1,363,600.00"	"19,815,620.00"	"1,963,611.00"	"28,485,780.90"	0.12	"22,820,412,765.00"	23.14	1.96	8.22
1150	TISC11C1910A	0.72	0.75	0.71	0.71	-1.39	"3,440,600.00"	"2,541,180.00"	"3,440,600.00"	"2,541,180.00"	5.12	"47,712,000.00"	-	-	-
1151	CKP	5.05	5.1	4.96	4.98	-1.39	"64,713,700.00"	"323,554,896.00"	"64,713,968.00"	"323,556,233.38"	0.88	"36,702,600,000.00"	72.76	2.01	0.45
1152	CK	25.25	25.25	24.8	24.9	-1.39	"4,168,000.00"	"103,868,545.00"	"4,168,161.00"	"103,872,565.50"	0.25	"42,178,032,112.80"	18.02	1.68	2.01
1153	SCC	434	436	422	428	-1.38	"2,744,500.00"	"1,174,510,800.00"	"2,843,790.00"	"1,217,002,291.67"	0.24	"513,600,000,000.00"	10.96	1.92	4.44
1154	ORI	7.1	7.15	6.95	7	-1.41	"5,371,700.00"	"37,723,835.00"	"5,371,895.00"	"37,725,209.60"	0.22	"17,143,517,524.00"	4.96	2.56	5.69
1155	PPS	0.71	0.72	0.7	0.7	-1.41	"1,010,500.00"	"712,911.00"	"1,010,500.00"	"712,911.00"	0.12	"601,898,599.40"	25.07	1.88	5.3
1156	PYLON	7.1	7.1	6.9	7	-1.41	"433,800.00"	"3,033,360.00"	"433,801.00"	"3,033,367.85"	0.06	"5,249,113,772.00"	28.86	6.51	1.43
