<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
CBG,20190104,31.25,33.25,30,33,5160300
CCET,20190104,1.72,1.74,1.72,1.73,494000
CCP,20190104,0.32,0.33,0.31,0.33,667300
CEN,20190104,1.05,1.05,1.03,1.04,569100
CENTEL,20190104,40,40.25,38.5,38.75,3249700
CFRESH,20190104,4,4.04,3.98,3.98,55600
CGD,20190104,1.3,1.31,1.29,1.31,276800
CGH,20190104,0.94,0.97,0.93,0.97,101100
CHARAN,20190104,31,31,31,31,100
CHAYO,20190104,3.3,3.56,3.3,3.56,5193200
CHEWA,20190104,1.11,1.11,1.07,1.08,2284000
CHG,20190104,1.83,1.85,1.77,1.84,148477100
CHO,20190104,1.32,1.37,1.32,1.35,1888900
CHOTI,20190104,136,139,136,138,400
CHOW,20190104,4,4.06,4,4.06,59700
CI,20190104,1.22,1.23,1.22,1.23,205400
CIG,20190104,0.29,0.3,0.29,0.3,138400
CIMBT,20190104,0.77,0.78,0.76,0.77,143800
CITY,20190104,2.32,2.32,2.32,2.32,12000
CK,20190104,25,25.25,24.9,25,2662800
CKP,20190104,4.98,5.1,4.98,5,33771600
CM,20190104,3.9,3.98,3.9,3.96,10000
CMAN,20190104,2.46,2.5,2.46,2.48,286700
CMC,20190104,1.49,1.52,1.46,1.51,6449600
CMO,20190104,1.24,1.25,1.22,1.25,10600
CMR,20190104,2.34,2.34,2.3,2.32,38300
CNS,20190104,2.18,2.2,2.18,2.2,9700
CNT,20190104,1.92,1.93,1.92,1.92,12000
COL,20190104,21.9,21.9,21.6,21.7,159800
COLOR,20190104,1.27,1.29,1.27,1.28,23500
COM7,20190104,12.7,13.6,11.5,13.5,70530900
COMAN,20190104,3.2,3.2,3.16,3.16,114500
COTTO,20190104,2,2.02,2,2,134100
CPALL,20190104,71.5,72.5,71.25,72.25,61021200
CPF,20190104,25,25.25,24.9,25,11389400
CPH,20190104,6.2,6.2,6.1,6.1,25000
CPI,20190104,1.48,1.49,1.46,1.49,49300
CPL,20190104,2.84,2.84,2.8,2.84,8100
CPN,20190104,73,75.25,72.5,74.5,8638500
CPNCG,20190104,15.9,15.9,15.8,15.9,329000
CPNREIT,20190104,26.25,26.5,25.75,26.5,1521200
CPR,20190104,5.25,5.25,5.2,5.25,26500
CPT,20190104,0.83,0.84,0.78,0.83,83142800
CPTGF,20190104,13,13,12.8,12.8,3500
CRANE,20190104,1.97,2.02,1.97,1.99,19000
CRD,20190104,0.97,0.98,0.97,0.98,5600
CRYSTAL,20190104,9.7,9.75,9.7,9.75,41700
CSC,20190104,40.25,40.25,40,40.25,1000
CSP,20190104,1.07,1.09,1.07,1.09,1900
CSS,20190104,1.87,1.87,1.86,1.86,784500
CTARAF,20190104,4.7,4.7,4.68,4.68,103900
CTW,20190104,8,8,7.85,7.85,57200
CWT,20190104,2.64,2.7,2.64,2.68,119700
D,20190104,9.05,9.05,8.9,9.05,69500
DCC,20190104,1.96,2,1.95,1.98,2767000
DCON,20190104,0.49,0.5,0.49,0.5,1336700
DCORP,20190104,0.57,0.62,0.56,0.59,5978400
DDD,20190104,18.8,19.3,18.4,18.9,3089400
DELTA,20190104,69,69.25,68.75,68.75,893300
DEMCO,20190104,2.94,2.98,2.9,2.96,313100
DIF,20190104,14.5,14.5,14.4,14.5,3233700
DIGI,20190104,0.2,0.2,0.19,0.2,150900
DIMET,20190104,0.86,0.87,0.86,0.86,116000
DNA,20190104,0.39,0.4,0.38,0.39,4355800
DOD,20190104,13,13.2,12.9,13.2,612700
DREIT,20190104,5.1,5.1,5.05,5.05,2900
DRT,20190104,5.35,5.35,5.3,5.3,162500
DTAC,20190104,44,44.25,43.25,44.25,2670400
DTC,20190104,9.9,9.95,9.85,9.95,125200
EA,20190104,43.25,44.5,42.5,44.25,12736800
EASON,20190104,2.1,2.12,2.1,2.1,54400
EASTW,20190104,10.7,10.8,10.6,10.8,359600
ECF,20190104,2.24,2.3,2.18,2.3,1629600
ECL,20190104,1.6,1.64,1.6,1.62,2034300
EE,20190104,0.6,0.6,0.58,0.58,6834600
EFORL,20190104,0.06,0.06,0.05,0.06,1468500
EGATIF,20190104,11.2,11.3,11.2,11.3,318500
EGCO,20190104,248,253,246,253,1367900
EIC,20190104,0.05,0.05,0.03,0.05,1747400
EKH,20190104,5.55,5.6,5.5,5.55,205800
EMC,20190104,0.27,0.27,0.26,0.27,351200
EPCO,20190104,2.64,2.64,2.52,2.56,1340400
EPG,20190104,6.85,6.85,6.4,6.6,10131500
ERW,20190104,6.45,6.5,6.35,6.4,3026300
ERWPF,20190104,5.3,5.3,5.3,5.3,3700
ESSO,20190104,10.1,10.5,9.95,10.4,11538800
ESTAR,20190104,0.52,0.53,0.52,0.52,808700
ETE,20190104,0.9,0.9,0.87,0.88,347300
EVER,20190104,0.5,0.53,0.49,0.52,10147600
FANCY,20190104,0.65,0.66,0.65,0.66,194600
FC,20190104,0.38,0.38,0.35,0.36,865900
FLOYD,20190104,1.75,1.75,1.73,1.74,406300
FMT,20190104,24.6,24.6,24.6,24.6,100
FN,20190104,1.37,1.48,1.36,1.4,1177100
FNS,20190104,3.54,3.58,3.54,3.58,20900
FOCUS,20190104,1.5,1.6,1.48,1.6,65900
FORTH,20190104,5.85,5.95,5.75,5.95,29400
FPI,20190104,1.83,1.84,1.8,1.84,50600
FSMART,20190104,5.85,5.9,5.75,5.85,867700
FSS,20190104,1.85,1.86,1.85,1.86,23200
FTE,20190104,1.98,2,1.98,2,52000
FUTUREPF,20190104,23.1,23.1,22.9,23,600
FVC,20190104,0.69,0.72,0.66,0.68,10800
GC,20190104,5,5.05,4.98,5,54200
GCAP,20190104,2.24,2.42,2.24,2.36,208700
GEL,20190104,0.29,0.3,0.29,0.29,5317100
GENCO,20190104,0.74,0.74,0.73,0.74,19500
GFPT,20190104,12.6,12.7,11.7,12,5756400
GGC,20190104,10.1,10.5,10.1,10.2,1483000
GIFT,20190104,3.74,3.78,3.68,3.78,13400
GJS,20190104,0.12,0.13,0.12,0.13,2002400
GL,20190104,5.5,5.7,5.4,5.55,1027600
GLAND,20190104,3.02,3.06,3.02,3.02,389500
GLANDRT,20190104,11.9,12,11.9,12,8500
GLOBAL,20190104,18.4,18.5,17.7,17.9,22960000
GLOW,20190104,89,89,88.5,89,833100
GOLD,20190104,6.8,6.8,6.7,6.7,2092400
GPI,20190104,2.18,2.2,2.14,2.2,103500
GPSC,20190104,57,57.5,56.5,57.5,1623500
GRAMMY,20190104,5.75,5.85,5.75,5.85,9200
GRAND,20190104,0.83,0.84,0.82,0.83,514600
GREEN,20190104,1.04,1.05,1.04,1.05,130500
GTB,20190104,0.57,0.57,0.53,0.55,210600
GULF,20190104,82.5,84.75,82.25,83.25,15322300
GUNKUL,20190104,2.8,2.92,2.8,2.92,13998300
GVREIT,20190104,14.7,14.9,14.7,14.9,468900
GYT,20190104,380,380,380,380,100
HANA,20190104,30.75,31,29.75,30,4887600
HARN,20190104,2.5,2.52,2.48,2.52,8400
HFT,20190104,2.9,2.94,2.9,2.94,40400
HMPRO,20190104,14.9,14.9,14.5,14.8,25233000
HPF,20190104,5.1,5.15,5.1,5.15,42700
HPT,20190104,0.8,0.8,0.79,0.79,52600
HREIT,20190104,6.75,6.75,6.75,6.75,263000
HTC,20190104,13.7,13.9,13.7,13.9,30800
HTECH,20190104,5.1,5.1,4.96,4.98,1503800
HUMAN,20190104,9.5,9.55,9.5,9.55,110900
HYDRO,20190104,1.23,1.23,1.18,1.18,388900
ICHI,20190104,2.96,2.98,2.9,2.94,740200
ICN,20190104,1.68,1.72,1.68,1.71,572300
IFS,20190104,3.02,3.02,2.98,3,140500
IHL,20190104,7.25,7.4,7.25,7.4,140800
III,20190104,5.05,5.05,4.96,5,230000
ILINK,20190104,4.14,4.2,4.12,4.2,139400
IMPACT,20190104,19.1,19.2,19.1,19.1,211600
INET,20190104,3,3.02,2.94,3.02,47000
INGRS,20190104,0.57,0.57,0.53,0.54,3451800
INOX,20190104,0.99,1,0.99,0.99,2900
INTUCH,20190104,47.75,49,47.5,48.75,6088500
IRC,20190104,20.6,20.7,20.6,20.7,3500
IRCP,20190104,0.59,0.59,0.57,0.58,29400
IRPC,20190104,5.8,5.95,5.75,5.85,69270200
IT,20190104,3.22,3.28,3.2,3.28,57600
ITD,20190104,2.18,2.24,2.12,2.18,18692900
ITEL,20190104,3.12,3.2,3.1,3.2,922700
IVL,20190104,53.25,54.75,53,54.75,18179900
J,20190104,1.38,1.38,1.38,1.38,1100
JAS,20190104,4.5,4.54,4.46,4.54,5225200
JASIF,20190104,10,10.1,9.95,9.95,5431300
JCK,20190104,1.47,1.49,1.47,1.49,52200
JCKH,20190104,0.51,0.52,0.51,0.51,600
JKN,20190104,7.65,7.95,7.6,7.85,1398500
JMART,20190104,4.84,4.9,4.76,4.86,678100
JMT,20190104,10.9,10.9,9.9,10.7,5836800
JSP,20190104,0.47,0.47,0.46,0.46,374300
JTS,20190104,1.34,1.35,1.34,1.35,600
JUBILE,20190104,14.4,14.5,14.4,14.5,22600
JWD,20190104,7,7.05,6.9,7,156700
K,20190104,2.44,2.58,2.44,2.48,2700
KAMART,20190104,3.4,3.46,3.4,3.46,869600
KASET,20190104,1.83,1.84,1.81,1.83,15200
KBANK,20190104,185.5,186,183.5,186,8782100
KBS,20190104,3.9,3.92,3.9,3.92,5300
KCAR,20190104,10.8,10.8,10.6,10.7,35200
KCE,20190104,25.75,25.75,25,25.25,3453100
KCM,20190104,0.82,0.82,0.81,0.81,62400
KGI,20190104,4.3,4.34,4.28,4.34,1084100
KIAT,20190104,0.47,0.47,0.46,0.47,1616700
KKC,20190104,1.12,1.13,1.1,1.13,54600
KKP,20190104,66.75,66.75,66.25,66.5,3058700
KOOL,20190104,1.16,1.19,1.14,1.16,540500
KSL,20190104,3.04,3.04,3,3.04,228100
KTB,20190104,19.5,19.6,19.2,19.6,38667100
KTC,20190104,30.75,30.75,29.75,30.5,9134600
KTIS,20190104,5.5,5.55,5.4,5.45,20700
KWG,20190104,1.88,1.9,1.87,1.9,56500
KWM,20190104,0.87,0.89,0.87,0.87,454500
KYE,20190104,384,385,382,385,2900
L&E,20190104,2.58,2.58,2.56,2.58,37500
LALIN,20190104,4.82,4.82,4.8,4.82,63100
LANNA,20190104,11.5,11.6,11.3,11.6,97200
LDC,20190104,0.94,0.94,0.92,0.93,35900
LEE,20190104,2.52,2.54,2.52,2.52,59200
LH,20190104,10,10.1,9.7,9.85,35923400
LHFG,20190104,1.37,1.38,1.36,1.37,716500
LHHOTEL,20190104,16.2,16.2,16.2,16.2,11600
LHK,20190104,3.82,3.86,3.8,3.84,260800
LHSC,20190104,16.2,16.3,16.2,16.2,99700
LIT,20190104,5.55,5.6,5.5,5.6,295700
LOXLEY,20190104,1.62,1.65,1.61,1.62,512700
LPH,20190104,5.55,5.6,5.5,5.6,317200
LPN,20190104,6.55,6.55,6.3,6.45,13155800
LRH,20190104,49,49,49,49,55500
LST,20190104,3.9,3.92,3.88,3.92,36100
LTX,20190104,99.5,100,97.5,100,14000
LUXF,20190104,8.35,8.4,8.35,8.4,200
M,20190104,74.5,74.75,73.75,73.75,77800
M-CHAI,20190104,181,181,181,181,100
M-PAT,20190104,9.8,9.8,9.8,9.8,10000
M-STOR,20190104,7.95,7.95,7.95,7.95,1000
MACO,20190104,1.57,1.57,1.55,1.56,6538600
MAJOR,20190104,20.4,20.5,20.3,20.4,928900
MAKRO,20190104,32.5,33,32.25,33,352000
MALEE,20190104,8.2,8.35,8.15,8.3,437500
MATCH,20190104,2.1,2.12,2.08,2.12,675500
MATI,20190104,5.05,5.2,5.05,5.15,502000
MAX,20190104,0.02,0.02,0.01,0.02,6736500
MBAX,20190104,3.9,3.98,3.9,3.98,400
MBK,20190104,20.4,20.4,19.9,20.1,1267400
MBKET,20190104,10.2,10.2,10.1,10.2,21400
MC,20190104,10.8,10.8,10.6,10.7,380800
MCOT,20190104,9.05,9.1,8.95,9.05,77400
MCS,20190104,6.55,6.9,6.55,6.85,937000
MDX,20190104,3.68,3.68,3.62,3.66,17500
MEGA,20190104,29.25,29.5,28.5,29.25,573800
META,20190104,1.96,2.02,1.9,2.02,3821300
METCO,20190104,207,207,207,207,100
MFC,20190104,16.8,16.8,16.5,16.7,24600
MFEC,20190104,2.8,2.8,2.78,2.8,44900
MGT,20190104,1.72,1.74,1.7,1.7,38300
MIDA,20190104,0.58,0.58,0.58,0.58,175100
MILL,20190104,1.42,1.47,1.4,1.42,1649400
MINT,20190104,33.75,34.25,32.75,34,12326900
MIT,20190104,5.7,5.7,5.6,5.65,2200
MJD,20190104,3.36,3.4,3.26,3.36,94200
MJLF,20190104,12.4,12.4,12.4,12.4,10300
MK,20190104,3.78,3.78,3.72,3.72,512000
ML,20190104,0.96,0.96,0.94,0.96,105400
MM,20190104,3.66,3.72,3.66,3.7,109600
MNRF,20190104,3.34,3.4,3.22,3.4,6600
MODERN,20190104,3.74,3.74,3.7,3.74,178100
MONO,20190104,1.73,1.77,1.73,1.73,2668400
MOONG,20190104,6.45,6.55,6.35,6.5,472100
MPG,20190104,0.16,0.17,0.16,0.17,6300300
MSC,20190104,7.3,7.3,6.95,7.2,49700
MTC,20190104,49,49.25,47.5,48.25,14839900
MTI,20190104,98,98.25,97.75,98,93100
MVP,20190104,1.41,1.41,1.34,1.37,861800
NBC,20190104,0.49,0.49,0.49,0.49,15200
NC,20190104,15.5,15.5,15.5,15.5,100
NCH,20190104,0.86,0.86,0.86,0.86,200
NCL,20190104,1.41,1.43,1.4,1.41,88700
NDR,20190104,1.93,1.95,1.82,1.86,301600
NEP,20190104,0.32,0.33,0.31,0.33,230800
NER,20190104,1.75,1.83,1.74,1.81,31458000
NETBAY,20190104,23,23.6,22.9,23.4,97800
NEWS,20190104,0.01,0.01,0.01,0.01,1455300
NFC,20190104,5.85,6.05,5.85,6,22200
NINE,20190104,1.99,2.06,1.98,2.02,3770100
NKI,20190104,60,60,60,60,400
NNCL,20190104,1.63,1.63,1.61,1.63,547100
NOBLE,20190104,14,14.4,14,14.4,367000
NOK,20190104,2.34,2.38,2.3,2.34,179600
NPK,20190104,26,26,26,26,7300
NPPG,20190104,0.89,1.01,0.88,1.01,38597600
NSI,20190104,76,76,76,76,200
NTV,20190104,55.25,56,55.25,56,3100
NUSA,20190104,0.46,0.46,0.45,0.45,3461600
NVD,20190104,3.4,3.4,3.2,3.24,500100
NWR,20190104,0.76,0.77,0.75,0.77,2503600
NYT,20190104,5,5.05,5,5.05,138800
OCEAN,20190104,3.68,3.78,3.64,3.78,1795000
OISHI,20190104,73,75,73,75,3300
ORI,20190104,6.6,6.6,6.25,6.5,9154000
OSP,20190104,24,24.1,23.7,23.8,11349000
OTO,20190104,1.99,2.02,1.96,2,303100
PACE,20190104,0.39,0.39,0.38,0.39,384300
PAF,20190104,0.74,0.77,0.74,0.77,29300
PAP,20190104,3.42,3.42,3.38,3.4,10100
PATO,20190104,12.9,12.9,12.8,12.8,27200
PCSGH,20190104,7,7,6.95,7,40100
PDG,20190104,2.82,2.82,2.8,2.82,17100
PDI,20190104,12.1,12.2,11.9,12,90700
PDJ,20190104,2.18,2.3,2.14,2.3,613800
PE,20190104,0.2,0.2,0.19,0.2,55200
PERM,20190104,1.9,1.9,1.85,1.85,81100
PF,20190104,0.71,0.72,0.69,0.7,13754600
PHOL,20190104,1.6,1.62,1.57,1.62,28800
PICO,20190104,3.7,3.82,3.68,3.82,4200
PIMO,20190104,4.86,4.86,4.8,4.82,1342900
PJW,20190104,1.45,1.49,1.45,1.47,640300
PK,20190104,2.1,2.1,2.08,2.1,36300
PL,20190104,3.22,3.24,3.18,3.22,57100
PLANB,20190104,6.1,6.1,6,6.1,3253400
PLANET,20190104,1.5,1.5,1.46,1.46,27600
PLAT,20190104,7.1,7.15,7.05,7.15,306800
PLE,20190104,1.09,1.1,1.08,1.1,1626000
PM,20190104,8.55,8.7,8.5,8.55,691800
PMTA,20190104,10.5,10.6,10.3,10.6,600
POPF,20190104,13.2,13.3,13.2,13.3,414600
PORT,20190104,5,5.15,5,5.1,41600
POST,20190104,2.34,2.8,2.26,2.8,600
PPF,20190104,11,11.2,11,11.2,20300
PPM,20190104,1.1,1.14,1.1,1.14,34800
PPP,20190104,2.6,2.62,2.54,2.56,30300
PPPM,20190104,2.62,2.68,2.6,2.68,293200
PPS,20190104,0.7,0.71,0.68,0.68,762700
PR9,20190104,11.2,11.3,11.2,11.2,193800
PRAKIT,20190104,11,11.1,11,11.1,1600
PREB,20190104,9.45,9.5,9.35,9.45,132800
PRECHA,20190104,1.58,1.6,1.58,1.59,140000
PRIN,20190104,1.58,1.58,1.57,1.58,567200
PRINC,20190104,4.68,4.7,4.68,4.7,87800
PRM,20190104,5.25,5.3,5.05,5.3,4985600
PSH,20190104,17.1,17.2,16.8,16.8,2056000
PSL,20190104,8.75,8.8,8.6,8.65,5413200
PSTC,20190104,0.62,0.62,0.61,0.61,9718800
PT,20190104,5.65,5.75,5.6,5.75,124800
PTG,20190104,9.1,9.45,9.1,9.45,22195100
PTL,20190104,12.9,13.1,12.8,13.1,73800
PTT,20190104,45.5,47,45.25,46.75,60708300
PTTEP,20190104,113.5,119.5,113,118.5,23278700
PTTGC,20190104,69,70.5,67.75,70,27570200
PYLON,20190104,7.05,7.15,7.05,7.05,273600
Q-CON,20190104,4.6,4.6,4.58,4.6,16400
QH,20190104,2.66,2.66,2.58,2.64,59828100
QHHR,20190104,8.35,8.4,8.35,8.4,143100
QHOP,20190104,3.26,3.26,3.14,3.24,400
QHPF,20190104,13.2,13.3,13.2,13.3,320900
QLT,20190104,3.94,3.94,3.94,3.94,18500
QTC,20190104,4.84,4.88,4.84,4.88,16100
RATCH,20190104,50.75,51.25,50.5,51.25,1448700
RCI,20190104,3.88,3.88,3.8,3.88,651400
RCL,20190104,4.78,4.84,4.78,4.84,33700
RICHY,20190104,1.54,1.55,1.53,1.55,331400
RJH,20190104,18.6,18.7,18.4,18.7,248200
RML,20190104,1.15,1.15,1.12,1.13,680200
ROBINS,20190104,63.25,64.5,62.5,64.5,1759400
ROCK,20190104,16,16.1,15,15.9,14200
ROH,20190104,42,42.25,42,42.25,400
ROJNA,20190104,4.72,4.72,4.64,4.68,950200
RP,20190104,2.34,2.34,2.28,2.32,35800
RPC,20190104,0.39,0.4,0.39,0.4,51700
RPH,20190104,4.9,4.9,4.88,4.9,25300
RS,20190104,14.8,15.2,14.7,15.2,4950100
RSP,20190104,3.66,3.72,3.66,3.72,44100
RWI,20190104,1.69,1.69,1.65,1.68,40800
S,20190104,3.08,3.14,3.06,3.14,3698200
S11,20190104,7.05,7.15,7,7,82400
SABINA,20190104,28.5,28.75,28.5,28.75,9100
SALEE,20190104,1.03,1.04,1.03,1.04,65400
SAM,20190104,0.45,0.46,0.45,0.46,237300
SAMART,20190104,6.4,6.4,6.25,6.4,821200
SAMCO,20190104,1.7,1.73,1.7,1.73,4900
SAMTEL,20190104,7.25,7.4,7.25,7.4,6100
SANKO,20190104,1.11,1.12,1.09,1.12,209600
SAPPE,20190104,13.9,14.2,13.8,14.2,90600
SAT,20190104,15,15.8,15,15.8,859800
SAUCE,20190104,22,22,22,22,200
SAWAD,20190104,45.25,47.75,44.75,47.75,9792200
SC,20190104,2.66,2.7,2.64,2.64,2915600
SCB,20190104,133,133,130.5,133,10183300
SCC,20190104,434,436,428,436,2685400
SCCC,20190104,221,221,217,217,191300
SCG,20190104,4.36,4.44,4.36,4.44,10200
SCI,20190104,2.42,2.42,2.38,2.38,33600
SCN,20190104,4.16,4.16,3.86,3.98,923500
SCP,20190104,8.5,8.5,8.45,8.5,114000
SDC,20190104,0.31,0.31,0.29,0.3,5131700
SE,20190104,1.94,1.94,1.94,1.94,500
SE-ED,20190104,3.08,3.1,3.08,3.1,14000
SEAFCO,20190104,8.75,8.75,8.5,8.6,6032900
SEAOIL,20190104,3.38,3.42,3.34,3.4,203600
SELIC,20190104,2.52,2.54,2.34,2.36,1022800
SENA,20190104,3.3,3.32,3.28,3.3,388100
SF,20190104,7.35,7.35,7.15,7.25,969900
SGF,20190104,1.23,1.24,1.22,1.23,3322400
SGP,20190104,8.7,9.1,8.55,9.05,12650000
SHANG,20190104,75.25,76.25,75.25,76.25,700
SHREIT,20190104,8.8,8.9,8.7,8.75,165500
SIAM,20190104,2.08,2.1,2.08,2.1,27100
SIMAT,20190104,1.89,1.93,1.88,1.93,241800
SINGER,20190104,6.3,6.6,6.25,6.6,26700
SIRI,20190104,1.2,1.22,1.18,1.21,101316100
SIRIP,20190104,11.6,11.6,11.6,11.6,100
SIS,20190104,9.8,9.9,9.8,9.9,84800
SISB,20190104,4.3,4.36,4.26,4.34,849600
SITHAI,20190104,1.11,1.15,1.11,1.14,351600
SKE,20190104,0.99,1,0.99,1,109100
SKN,20190104,3.58,3.6,3.52,3.58,205200
SKR,20190104,3.98,4,3.94,4,222500
SKY,20190104,12.4,12.4,12.2,12.2,115200
SLP,20190104,0.8,0.83,0.8,0.81,114100
SMART,20190104,0.94,0.95,0.92,0.95,88800
SMIT,20190104,5.8,5.9,5.8,5.9,89000
SMK,20190104,39.25,39.25,39.25,39.25,500
SMM,20190104,2.38,2.66,2.36,2.64,58939800
SMPC,20190104,11.9,11.9,11.7,11.9,87200
SMT,20190104,1.93,1.96,1.9,1.92,86800
SNC,20190104,13.4,13.5,13.3,13.4,417900
SNP,20190104,19.2,19.3,19.2,19.3,3200
SOLAR,20190104,2.06,2.06,2,2.04,282200
