<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TFI,20190107,0.25,0.32,0.25,0.28,816100
TFMAMA,20190107,160.5,160.5,160,160,6800
TGPRO,20190107,0.12,0.13,0.12,0.13,376500
TH,20190107,0.69,0.72,0.69,0.71,77900
THAI,20190107,12.2,12.5,12.1,12.4,1981700
THANA,20190107,1.9,1.95,1.9,1.95,5400
THANI,20190107,7.55,7.6,7.45,7.55,1577600
THCOM,20190107,6,6.2,6,6.1,2008300
THE,20190107,1.56,1.57,1.52,1.54,61100
THG,20190107,33,33,32.75,32.75,528200
THIP,20190107,23.4,23.5,23.3,23.3,16800
THMUI,20190107,1.2,1.21,1.19,1.21,49800
THRE,20190107,0.87,0.91,0.87,0.87,2244300
THREL,20190107,6.4,6.5,6.4,6.4,957400
TICON,20190107,14.3,14.3,14,14,18900
TIF1,20190107,8.8,8.8,8.8,8.8,2000
TIGER,20190107,4.2,4.24,4.1,4.1,1415900
TIP,20190107,22.5,22.7,22.5,22.7,346800
TIPCO,20190107,7.4,7.55,7.35,7.5,238100
TISCO,20190107,80.25,81.5,80.25,81,3744100
TITLE,20190107,7.9,7.95,7.85,7.9,194400
TK,20190107,8.4,8.65,8.4,8.5,24300
TKN,20190107,8.15,8.55,8.05,8.35,31761200
TKS,20190107,8.7,8.9,8.65,8.65,794700
TKT,20190107,1.36,1.36,1.36,1.36,100
TLGF,20190107,19.2,19.2,19,19,462000
TM,20190107,2.1,2.1,2.04,2.06,33900
TMB,20190107,2.2,2.22,2.18,2.18,119531200
TMC,20190107,0.79,0.79,0.77,0.78,105100
TMD,20190107,21.3,21.3,21.3,21.3,100
TMI,20190107,0.75,0.76,0.74,0.76,16200
TMILL,20190107,2.68,2.74,2.68,2.74,104300
TMT,20190107,13,13.1,13,13.1,11000
TMW,20190107,63.75,64.5,63.75,64.5,26000
TNDT,20190107,4.16,4.18,4.16,4.18,4500
TNH,20190107,37.75,37.75,37,37.75,98800
TNITY,20190107,5.7,5.7,5.7,5.7,100
TNL,20190107,19,19,19,19,1500
TNP,20190107,1.46,1.46,1.41,1.42,378900
TNPC,20190107,1.21,1.23,1.2,1.23,31300
TNR,20190107,10.2,10.2,9.95,10,26300
TOA,20190107,33.75,33.75,32.75,33,1126200
TOG,20190107,4.78,4.78,4.46,4.5,24700
TOP,20190107,69,71,68.75,69.75,15595400
TPA,20190107,5.75,6.6,5.75,6.6,400
TPAC,20190107,10.1,10.1,10.1,10.1,300
TPBI,20190107,6.05,6.1,6.05,6.1,200
TPCH,20190107,9.15,9.5,9.1,9.4,1468100
TPIPL,20190107,1.97,1.98,1.96,1.97,7198200
TPIPP,20190107,5.8,5.9,5.75,5.8,4258200
TPLAS,20190107,1.49,1.51,1.47,1.47,254100
TPOLY,20190107,2.62,2.66,2.62,2.66,180100
TPRIME,20190107,12.6,12.6,12.6,12.6,528800
TQM,20190107,22.8,22.9,22.8,22.9,424400
TR,20190107,43,43,43,43,2800
TRC,20190107,0.41,0.44,0.4,0.43,10268500
TREIT,20190107,11.7,11.8,11.7,11.8,1170100
TRITN,20190107,0.39,0.39,0.38,0.38,3008300
TRT,20190107,1.79,1.8,1.75,1.8,71200
TRU,20190107,4.7,4.74,4.68,4.74,16600
TRUBB,20190107,1.55,1.57,1.55,1.55,41100
TRUE,20190107,5.2,5.3,5.1,5.3,87312700
TSC,20190107,13.4,13.4,13.3,13.4,4600
TSE,20190107,2.16,2.16,2.12,2.14,807100
TSF,20190107,0.03,0.03,0.02,0.02,2021100
TSI,20190107,0.64,0.64,0.6,0.6,2152200
TSR,20190107,1.8,1.83,1.8,1.8,275900
TSTH,20190107,0.67,0.67,0.66,0.67,214800
TTA,20190107,5.1,5.3,5.05,5.2,1366400
TTCL,20190107,6.6,6.75,6.6,6.75,239900
TTLPF,20190107,21.8,22.4,21.8,22.4,4200
TTTM,20190107,188,190,188,190,22100
TTW,20190107,12.6,12.7,12.5,12.5,1568100
TU,20190107,16,16.3,16,16.2,11431000
TVD,20190107,1.52,1.53,1.52,1.53,245200
TVI,20190107,3.8,3.82,3.8,3.82,7100
TVO,20190107,26.75,27.25,26.5,27,1513200
TVT,20190107,0.73,0.76,0.72,0.72,183400
TWP,20190107,3.9,3.9,3.9,3.9,100
TWPC,20190107,8.15,8.15,7.95,8.1,64500
TWZ,20190107,0.09,0.09,0.08,0.08,5364000
TYCN,20190107,2.7,2.7,2.7,2.7,900
U,20190107,2.54,2.56,2.5,2.52,2214200
UAC,20190107,3.88,3.98,3.88,3.96,7800
UBIS,20190107,5.2,5.2,5.15,5.15,53000
UEC,20190107,1.27,1.29,1.27,1.29,53200
UKEM,20190107,0.62,0.63,0.61,0.61,308000
UMI,20190107,1.25,1.26,1.24,1.24,933400
UNIQ,20190107,9.45,9.65,9.4,9.65,3976900
UPA,20190107,0.37,0.37,0.36,0.36,729300
URBNPF,20190107,4.1,4.2,4.1,4.2,3400
UREKA,20190107,1.97,1.99,1.9,1.9,635700
UTP,20190107,9.4,9.65,9.4,9.65,459300
UV,20190107,6.25,6.4,6.2,6.25,3706500
UVAN,20190107,5.2,5.35,5.2,5.35,22100
UWC,20190107,0.06,0.06,0.05,0.06,124500
VCOM,20190107,2.88,2.88,2.78,2.86,120400
VGI,20190107,7.95,8.15,7.85,7.95,30698300
VIBHA,20190107,2.02,2.06,2,2.04,1524100
VIH,20190107,6.5,6.65,6.5,6.65,96600
VNG,20190107,4.88,4.92,4.88,4.88,51500
VNT,20190107,20.4,20.7,20.1,20.1,2855900
VPO,20190107,0.4,0.43,0.4,0.43,174000
WAVE,20190107,1.94,2.02,1.94,2.02,5100
WG,20190107,179,179,179,179,3300
WHA,20190107,4.22,4.28,4.2,4.28,58618800
WHART,20190107,11,11.1,10.9,11,1128100
WHAUP,20190107,5.55,5.7,5.55,5.65,3757500
WICE,20190107,3.74,3.84,3.74,3.78,1656200
WIIK,20190107,1.95,1.97,1.92,1.96,315500
WIN,20190107,0.55,0.55,0.54,0.55,306100
WINNER,20190107,2.82,2.82,2.78,2.8,53600
WORK,20190107,23.5,24.1,23.3,23.4,2750900
WP,20190107,5.05,5.25,5,5.1,354600
WPH,20190107,2.28,2.36,2.28,2.36,131800
XO,20190107,11.5,11.8,11.5,11.6,298300
YUASA,20190107,10.6,10.6,10.1,10.2,9500
ZIGA,20190107,1.79,1.84,1.79,1.8,207100
ZMICO,20190107,1,1,0.99,0.99,142300
U-P,20190107,3.26,3.26,3.2,3.24,1066300
AAV01C1902A,20190107,0.28,0.3,0.28,0.28,4449600
AAV01C1902B,20190107,0.15,0.16,0.15,0.15,6585200
AAV01P1902A,20190107,0.68,0.68,0.66,0.67,1877600
AAV06C1904A,20190107,0.14,0.14,0.12,0.12,1159600
AAV08C1903A,20190107,0.1,0.1,0.09,0.09,2094900
AAV11C1910A,20190107,0.35,0.37,0.35,0.36,2880000
AAV19C1902A,20190107,0.04,0.04,0.04,0.04,1500
ADVA01C1902A,20190107,0.08,0.09,0.08,0.09,1896400
ADVA01C1902B,20190107,0.03,0.03,0.02,0.03,123000
ADVA01C1905A,20190107,0.49,0.49,0.47,0.48,10792600
ADVA01C1905B,20190107,0.37,0.38,0.36,0.37,12947600
ADVA01P1902A,20190107,0.85,0.86,0.84,0.85,2549800
ADVA01P1902B,20190107,0.53,0.55,0.53,0.53,5000500
ADVA01P1905A,20190107,1.06,1.11,1.06,1.09,3958300
ADVA01P1905B,20190107,0.58,0.6,0.57,0.58,4805200
ADVA06C1903A,20190107,0.03,0.03,0.03,0.03,2600000
ADVA11C1905A,20190107,0.04,0.04,0.04,0.04,171200
ADVA11C1910A,20190107,0.66,0.67,0.65,0.66,1671500
ADVA11P1905A,20190107,0.25,0.26,0.25,0.26,550000
ADVA11P1910A,20190107,0.62,0.63,0.61,0.62,1280000
ADVA13C1901A,20190107,0.01,0.01,0.01,0.01,340000
ADVA13C1904A,20190107,0.19,0.19,0.18,0.18,6292600
ADVA13C1905A,20190107,0.7,0.7,0.67,0.68,18479000
ADVA13P1904A,20190107,0.63,0.67,0.63,0.66,4493800
ADVA16C1912A,20190107,0.44,0.44,0.44,0.44,40000
ADVA19C1901A,20190107,0.01,0.01,0.01,0.01,839000
ADVA19C1905A,20190107,0.52,0.53,0.5,0.51,3379000
ADVA19P1904A,20190107,0.38,0.41,0.38,0.41,4108800
ADVA24C1907A,20190107,0.28,0.28,0.28,0.28,100000
ADVA28C1904A,20190107,0.13,0.13,0.13,0.13,1402800
ADVA28C1904B,20190107,0.34,0.34,0.32,0.32,7417000
ADVA28C1905A,20190107,0.56,0.56,0.53,0.55,4866800
ADVA41C1905A,20190107,0.72,0.72,0.69,0.69,1910000
AMAT01C1903A,20190107,0.49,0.57,0.49,0.55,11974500
AMAT01C1903B,20190107,0.27,0.32,0.27,0.3,17187300
AMAT01P1903A,20190107,0.61,0.61,0.55,0.56,9059300
AMAT06C1903A,20190107,0.28,0.33,0.28,0.32,3440000
AMAT08C1903A,20190107,0.28,0.31,0.28,0.31,1253200
AMAT11C1903A,20190107,0.15,0.18,0.15,0.17,1271000
AMAT13C1902A,20190107,0.05,0.07,0.05,0.07,1557400
AMAT13C1905A,20190107,0.33,0.39,0.33,0.37,28873200
AMAT19C1902A,20190107,0.29,0.35,0.29,0.34,5763700
AMAT23C1906A,20190107,0.28,0.31,0.28,0.31,3053000
AMAT24C1904A,20190107,0.16,0.16,0.16,0.16,30000
AMAT28C1902A,20190107,0.17,0.2,0.17,0.2,4634700
AMAT28C1903A,20190107,0.04,0.04,0.04,0.04,50000
ANAN08C1906A,20190107,0.02,0.02,0.02,0.02,712000
ANAN23C1901A,20190107,0.01,0.01,0.01,0.01,300000
AOT01C1902A,20190107,0.38,0.4,0.36,0.36,24498100
AOT01C1902B,20190107,0.11,0.12,0.1,0.11,10047500
AOT01C1904A,20190107,0.36,0.39,0.35,0.35,21436300
AOT01C1904B,20190107,0.2,0.22,0.19,0.2,14394200
AOT01P1902A,20190107,0.7,0.7,0.66,0.69,3692000
AOT01P1902B,20190107,0.17,0.18,0.15,0.17,9451600
AOT01P1904A,20190107,0.7,0.72,0.67,0.69,5996500
AOT01P1904B,20190107,0.43,0.45,0.42,0.43,16405400
AOT06C1903A,20190107,0.21,0.23,0.2,0.21,3027400
AOT06P1903A,20190107,0.21,0.22,0.2,0.2,1190000
AOT07C1902A,20190107,0.29,0.29,0.28,0.28,1000
AOT08C1904A,20190107,0.25,0.27,0.24,0.25,4268800
AOT08P1903A,20190107,0.24,0.24,0.22,0.24,1434400
AOT11C1906A,20190107,0.19,0.21,0.19,0.19,2285200
AOT11P1906A,20190107,0.19,0.19,0.18,0.18,804000
AOT13C1902A,20190107,0.16,0.17,0.15,0.15,5022600
AOT13C1904A,20190107,0.41,0.43,0.39,0.4,8166000
AOT13P1902A,20190107,0.08,0.08,0.08,0.08,487300
AOT13P1905A,20190107,0.39,0.39,0.37,0.39,3010200
AOT16C1912A,20190107,0.78,0.78,0.77,0.77,3200
AOT19C1901A,20190107,0.09,0.1,0.08,0.08,3345900
AOT19P1903A,20190107,0.12,0.12,0.11,0.12,1125000
AOT23C1906A,20190107,0.37,0.37,0.35,0.36,1941200
AOT27C1902A,20190107,0.11,0.12,0.11,0.11,600000
AOT27P1903A,20190107,0.3,0.31,0.29,0.3,980000
AOT28C1902A,20190107,0.2,0.22,0.19,0.2,5705500
AOT28C1905A,20190107,0.24,0.26,0.23,0.24,6064900
AOT42C1903A,20190107,0.14,0.15,0.14,0.14,408000
AP01C1903A,20190107,0.03,0.03,0.02,0.02,124100
AP13C1904A,20190107,0.08,0.08,0.07,0.07,409000
AP19C1906A,20190107,0.24,0.25,0.2,0.22,7416100
AP24C1907A,20190107,0.04,0.04,0.04,0.04,1500
AP42P1901A,20190107,1.04,1.06,0.96,1.06,1018600
BANP01C1903A,20190107,0.09,0.12,0.09,0.11,9777600
BANP01C1903B,20190107,0.04,0.04,0.04,0.04,199300
BANP01C1905A,20190107,0.39,0.41,0.36,0.39,26531100
BANP01C1905B,20190107,0.28,0.33,0.27,0.31,37109400
BANP01P1903A,20190107,1.03,1.04,0.96,0.97,7904000
BANP01P1903B,20190107,0.65,0.65,0.55,0.59,14401800
BANP01P1905A,20190107,0.55,0.55,0.49,0.52,12207200
BANP07C1904A,20190107,0.07,0.08,0.07,0.08,10000
BANP08C1904A,20190107,0.1,0.12,0.1,0.12,2217800
BANP08P1901A,20190107,0.29,0.29,0.2,0.23,5501100
BANP11C1902A,20190107,0.02,0.02,0.02,0.02,100
BANP11C1909A,20190107,0.2,0.22,0.2,0.22,1406800
BANP13C1902A,20190107,0.02,0.02,0.01,0.02,1559100
BANP13C1904A,20190107,0.13,0.17,0.13,0.15,33113900
BANP13C1906A,20190107,0.4,0.46,0.4,0.42,66620000
BANP16C1912A,20190107,0.46,0.5,0.46,0.5,150100
BANP19C1902A,20190107,0.04,0.05,0.04,0.05,271100
BANP19C1906A,20190107,0.33,0.38,0.33,0.37,6090100
BANP23C1906A,20190107,0.21,0.25,0.21,0.25,9166000
BANP24P1901A,20190107,0.08,0.08,0.06,0.08,1628900
BANP27C1904A,20190107,0.1,0.12,0.1,0.12,1080000
BANP27P1905A,20190107,0.47,0.47,0.46,0.46,5000
BANP28C1905A,20190107,0.14,0.17,0.14,0.15,14900300
BANP42P1903A,20190107,0.67,0.71,0.67,0.69,1822000
BBL06C1902A,20190107,0.43,0.5,0.43,0.5,793200
BBL08C1902A,20190107,0.18,0.22,0.18,0.22,2361200
BBL08P1904A,20190107,0.31,0.31,0.28,0.28,719000
BBL11C1903A,20190107,0.15,0.18,0.15,0.18,2099300
BBL13C1901A,20190107,0.07,0.09,0.07,0.09,440100
BBL13C1905A,20190107,0.25,0.28,0.25,0.28,2560900
BBL19C1901A,20190107,0.04,0.04,0.04,0.04,40500
BBL19P1904A,20190107,0.26,0.26,0.24,0.24,660000
BBL23C1906A,20190107,0.23,0.25,0.23,0.25,3336000
BBL24C1907A,20190107,0.19,0.19,0.19,0.19,1000
BBL27C1904A,20190107,0.27,0.3,0.27,0.3,360000
BBL27P1904A,20190107,0.46,0.46,0.45,0.45,334300
BBL28C1904A,20190107,0.17,0.19,0.17,0.19,2859800
BCH01C1902A,20190107,0.07,0.11,0.07,0.1,27994400
BCH01C1902B,20190107,0.02,0.02,0.02,0.02,2000
BCH01P1902A,20190107,0.81,0.81,0.71,0.71,3012800
BCH06C1903A,20190107,0.06,0.07,0.05,0.07,1811300
BCH08C1901A,20190107,0.02,0.03,0.02,0.03,724000
BCH11C1905A,20190107,0.1,0.12,0.09,0.11,1899400
BCH13C1902A,20190107,0.01,0.01,0.01,0.01,120000
BCH13C1905A,20190107,0.08,0.1,0.08,0.1,6517800
BCH19C1903A,20190107,0.08,0.11,0.08,0.11,2856500
BCH27C1902A,20190107,0.18,0.23,0.18,0.23,20624000
BCH28C1904A,20190107,0.06,0.07,0.06,0.07,1839800
BCH28C1905A,20190107,0.06,0.07,0.06,0.07,2669600
BCP01C1903A,20190107,0.13,0.14,0.13,0.14,11519900
BCP01P1903A,20190107,0.42,0.42,0.39,0.39,1927800
BCP11C1909A,20190107,0.17,0.19,0.17,0.19,1770000
BCP13C1902A,20190107,0.05,0.05,0.05,0.05,100000
BCP19C1902A,20190107,0.04,0.04,0.04,0.04,3700000
BCP19C1906A,20190107,0.28,0.3,0.28,0.3,2153200
BCP24C1904A,20190107,0.03,0.03,0.03,0.03,557000
BCP28C1904A,20190107,0.14,0.15,0.14,0.14,3183600
BCPG01C1904A,20190107,0.12,0.13,0.12,0.13,22625300
BCPG01C1904B,20190107,0.06,0.06,0.06,0.06,500000
BCPG06C1903A,20190107,0.12,0.15,0.12,0.14,1685000
BCPG08C1904A,20190107,0.04,0.04,0.04,0.04,2500
BCPG08C1904B,20190107,0.08,0.1,0.08,0.09,962500
BCPG11C1910A,20190107,0.33,0.36,0.32,0.34,4060000
BCPG13C1902A,20190107,0.01,0.01,0.01,0.01,20000
BCPG13C1904A,20190107,0.1,0.11,0.1,0.1,1846000
BCPG13C1905A,20190107,0.23,0.28,0.23,0.25,41202400
BCPG19C1901A,20190107,0.02,0.02,0.02,0.02,220000
BCPG19C1906A,20190107,0.35,0.39,0.34,0.37,3430800
BCPG28C1904A,20190107,0.09,0.11,0.09,0.1,3667200
BDMS01C1905A,20190107,0.22,0.23,0.21,0.21,3491600
BDMS01C1905B,20190107,0.16,0.16,0.15,0.15,8638700
BDMS01P1905A,20190107,0.27,0.28,0.26,0.27,3345200
BDMS08C1905A,20190107,0.15,0.15,0.15,0.15,807200
BDMS13C1903A,20190107,0.1,0.1,0.1,0.1,3774900
BDMS16C1912A,20190107,0.33,0.33,0.31,0.31,7500
BDMS19C1901A,20190107,0.06,0.06,0.05,0.06,1600200
BDMS19C1905A,20190107,0.49,0.49,0.47,0.47,288300
BDMS23C1906A,20190107,0.41,0.41,0.41,0.41,1000000
BDMS24C1909A,20190107,0.5,0.5,0.5,0.5,200
BDMS42P1904A,20190107,0.14,0.15,0.14,0.14,211300
BEAU01C1901A,20190107,0.02,0.03,0.02,0.02,421000
BEAU01C1901B,20190107,0.02,0.02,0.02,0.02,4000
BEAU01C1902A,20190107,0.22,0.22,0.18,0.18,21270200
BEAU01C1902B,20190107,0.08,0.09,0.07,0.07,1063300
BEAU01P1902A,20190107,1.05,1.16,1.05,1.15,42538600
BEAU06C1904A,20190107,0.47,0.47,0.41,0.41,2686500
BEAU08C1902A,20190107,0.07,0.07,0.06,0.06,102000
BEAU11C1902A,20190107,0.01,0.01,0.01,0.01,501000
BEAU13C1904A,20190107,0.05,0.05,0.04,0.04,10560800
BEAU13C1904B,20190107,0.23,0.23,0.18,0.18,31420700
BEAU13C1906A,20190107,0.58,0.58,0.52,0.52,102210900
BEAU19C1901A,20190107,0.04,0.04,0.03,0.03,368100
BEAU19C1902A,20190107,0.01,0.01,0.01,0.01,75000
BEAU19C1906A,20190107,0.67,0.67,0.6,0.6,7638800
BEAU23C1906A,20190107,0.11,0.11,0.1,0.1,1859000
BEAU24C1903A,20190107,0.08,0.08,0.08,0.08,200000
BEAU24C1904A,20190107,0.05,0.05,0.05,0.05,10600
BEAU28C1904A,20190107,0.15,0.15,0.12,0.12,3922500
BEAU41C1907A,20190107,0.39,0.39,0.39,0.39,10000
BEM01C1902A,20190107,0.62,0.7,0.62,0.62,38496500
BEM01C1902B,20190107,0.48,0.56,0.47,0.48,36651400
BEM01P1902A,20190107,0.08,0.1,0.07,0.08,24851700
BEM08C1903A,20190107,0.39,0.45,0.39,0.41,9397300
BEM11C1903A,20190107,0.35,0.4,0.35,0.36,4302600
BEM13C1901A,20190107,0.52,0.52,0.48,0.48,120000
BEM13C1905A,20190107,0.45,0.5,0.44,0.47,83170400
BEM13C1905B,20190107,0.16,0.17,0.16,0.16,16217400
BEM19C1901A,20190107,0.59,0.67,0.59,0.61,6054500
BEM23C1901A,20190107,0.28,0.34,0.28,0.29,2920000
BEM24C1902A,20190107,0.31,0.36,0.29,0.31,2375100
BEM27C1904A,20190107,0.36,0.36,0.35,0.35,80000
BEM27P1905A,20190107,0.09,0.09,0.09,0.09,121300
BEM28C1905A,20190107,0.28,0.32,0.27,0.29,34279500
BEM42C1904A,20190107,0.35,0.4,0.35,0.36,6385500
BEM42P1904A,20190107,0.04,0.04,0.04,0.04,112500
BGRI01C1901A,20190107,1.1,1.1,1.06,1.1,793400
BGRI01C1901B,20190107,0.53,0.55,0.51,0.51,638800
BGRI01C1903A,20190107,0.31,0.32,0.31,0.32,9533700
BGRI01C1903B,20190107,0.18,0.18,0.17,0.18,13533300
BGRI06C1903A,20190107,0.88,0.88,0.88,0.88,568000
BGRI08C1902A,20190107,0.53,0.53,0.5,0.5,769200
BGRI08C1904A,20190107,0.18,0.18,0.18,0.18,2169600
BGRI11C1909A,20190107,0.32,0.32,0.31,0.31,1510000
BGRI13C1904A,20190107,0.2,0.21,0.2,0.21,1977800
BGRI19C1901A,20190107,0.34,0.34,0.34,0.34,482600
BGRI19C1903A,20190107,0.15,0.15,0.14,0.15,2490900
BGRI24C1901A,20190107,0.26,0.29,0.26,0.26,580000
BGRI24C1902A,20190107,0.09,0.1,0.09,0.1,76100
BGRI27C1905A,20190107,0.19,0.19,0.19,0.19,930000
BGRI28C1905A,20190107,0.21,0.21,0.2,0.2,3666000
BH01C1905A,20190107,0.28,0.29,0.28,0.29,3065800
BH01C1905B,20190107,0.21,0.22,0.21,0.22,1619400
BH01P1905A,20190107,0.68,0.68,0.66,0.66,786000
BH08C1902A,20190107,0.24,0.26,0.24,0.26,1065300
BH11C1905A,20190107,0.45,0.47,0.45,0.47,864200
BH13C1901A,20190107,0.16,0.18,0.16,0.18,3246200
BH13C1906A,20190107,0.7,0.73,0.7,0.73,4387300
BH19C1901A,20190107,0.15,0.18,0.15,0.18,2698600
BH27C1905A,20190107,0.16,0.16,0.16,0.16,600000
BIG08C1906A,20190107,0.01,0.01,0.01,0.01,2300000
BJC01C1906A,20190107,0.37,0.39,0.36,0.37,8213200
BJC01C1906B,20190107,0.27,0.29,0.26,0.27,9483800
BJC01P1906A,20190107,0.76,0.8,0.75,0.75,5910300
BJC06C1903A,20190107,0.1,0.11,0.09,0.09,2005000
BJC11C1905A,20190107,0.1,0.1,0.1,0.1,1444300
BJC13C1902A,20190107,0.01,0.01,0.01,0.01,34500
BJC13C1906A,20190107,0.22,0.23,0.21,0.22,12791800
BJC19C1902A,20190107,0.03,0.03,0.03,0.03,501500
BJC27C1905A,20190107,0.13,0.13,0.12,0.13,360000
BJC28C1904A,20190107,0.07,0.07,0.06,0.06,1209600
BLA13C1908A,20190107,0.24,0.24,0.24,0.24,50400
BLA28C1906A,20190107,0.17,0.18,0.17,0.18,1453000
BLAN01C1903A,20190107,0.1,0.1,0.1,0.1,8477900
BLAN01P1903A,20190107,0.75,0.75,0.72,0.72,766600
BLAN19C1906A,20190107,0.16,0.17,0.16,0.17,1936500
BPP01C1903A,20190107,0.09,0.09,0.09,0.09,50000
BPP01C1903B,20190107,0.05,0.05,0.05,0.05,100
BPP01P1903A,20190107,0.39,0.39,0.38,0.38,1804200
BPP11C1910A,20190107,0.43,0.44,0.42,0.43,2868000
BPP19C1903A,20190107,0.15,0.15,0.15,0.15,1856800
BPP28C1904A,20190107,0.15,0.15,0.15,0.15,2883200
BTS01C1903A,20190107,0.36,0.37,0.35,0.35,4647600
BTS01C1903B,20190107,0.21,0.22,0.2,0.2,9771200
BTS01P1903A,20190107,0.26,0.27,0.25,0.27,502600
BTS06C1903A,20190107,9.2,9.2,9.15,9.15,406400
BTS11C1910A,20190107,0.29,0.29,0.29,0.29,210000
BTS19C1901A,20190107,0.11,0.12,0.1,0.1,1461800
BTS23C1905A,20190107,1.64,1.65,1.63,1.63,2403000
BTS28C1902A,20190107,0.09,0.09,0.08,0.08,2000000
BTS28C1905A,20190107,0.22,0.23,0.21,0.21,3119500
CBG01C1902A,20190107,0.04,0.05,0.04,0.05,2241400
CBG01C1902B,20190107,0.02,0.02,0.02,0.02,50000
CBG01P1905A,20190107,1.45,1.47,1.4,1.43,4305100
CBG06C1903A,20190107,0.03,0.05,0.03,0.04,745000
CBG06P1903A,20190107,1.73,1.77,1.63,1.69,606800
CBG11C1902A,20190107,0.02,0.02,0.02,0.02,100
CBG13C1905A,20190107,0.17,0.18,0.16,0.17,9092000
CBG16C1912A,20190107,0.39,0.4,0.37,0.37,1773500
CBG19C1906A,20190107,0.24,0.26,0.23,0.25,4618500
CBG28C1906A,20190107,0.22,0.23,0.21,0.22,8168900
CENT01C1903A,20190107,0.32,0.35,0.32,0.35,5339100
CENT01C1903B,20190107,0.16,0.18,0.16,0.18,6968400
CENT01P1903A,20190107,0.4,0.4,0.37,0.37,2200700
CENT06C1904A,20190107,0.06,0.06,0.06,0.06,174100
CENT08C1902A,20190107,0.04,0.04,0.04,0.04,120000
CENT11C1909A,20190107,0.29,0.3,0.29,0.3,2432300
CENT19C1901A,20190107,0.02,0.02,0.02,0.02,100
CENT19C1904A,20190107,0.26,0.29,0.26,0.28,3048800
CENT24C1902A,20190107,0.04,0.05,0.04,0.05,170000
CENT27C1905A,20190107,0.25,0.26,0.25,0.26,315000
CHG01C1903A,20190107,0.05,0.07,0.05,0.07,1020000
CHG01C1903B,20190107,0.02,0.02,0.02,0.02,330000
CHG01P1903A,20190107,0.89,0.89,0.81,0.81,3149100
CHG07C1902A,20190107,0.02,0.02,0.02,0.02,192000
CHG11C1904A,20190107,0.02,0.02,0.02,0.02,15000
CHG19C1902A,20190107,0.01,0.01,0.01,0.01,755000
CHG19C1906A,20190107,0.21,0.24,0.21,0.24,1999300
CHG24C1911A,20190107,0.5,0.59,0.5,0.59,363400
CHG27C1905A,20190107,0.06,0.07,0.06,0.07,400000
CK01C1902A,20190107,0.17,0.18,0.17,0.18,5937600
CK01C1902B,20190107,0.08,0.08,0.08,0.08,1400000
CK01P1902A,20190107,0.29,0.29,0.29,0.29,243800
CK11C1904A,20190107,0.07,0.07,0.07,0.07,260400
CK13C1902A,20190107,0.08,0.08,0.08,0.08,173000
CK16C1912A,20190107,0.29,0.31,0.28,0.31,1400
CK19C1903A,20190107,0.13,0.14,0.13,0.14,2009300
CK24C1904A,20190107,0.13,0.13,0.13,0.13,900
CK28C1902A,20190107,0.04,0.04,0.04,0.04,25000
CKP01C1906A,20190107,0.28,0.28,0.27,0.27,5704300
CKP01C1906B,20190107,0.2,0.2,0.19,0.19,5173300
CKP08C1903A,20190107,0.72,0.72,0.68,0.68,739800
CKP08C1903B,20190107,0.11,0.11,0.1,0.1,242700
CKP11C1910A,20190107,0.24,0.24,0.23,0.23,320000
CKP13C1902A,20190107,0.72,0.72,0.64,0.64,159000
CKP13C1903A,20190107,0.44,0.44,0.38,0.38,4186600
CKP13C1903B,20190107,0.09,0.09,0.09,0.09,1171800
CKP19C1902A,20190107,0.5,0.5,0.47,0.47,1200600
CKP19C1903A,20190107,0.14,0.14,0.13,0.13,425200
CKP24C1906A,20190107,0.14,0.14,0.14,0.14,200000
CKP27C1905A,20190107,0.17,0.17,0.16,0.16,240000
CKP28C1903A,20190107,0.09,0.09,0.08,0.08,495400
COM706C1903A,20190107,0.02,0.02,0.01,0.02,1610100
COM708C1903A,20190107,0.03,0.03,0.03,0.03,130000
COM711C1909A,20190107,0.16,0.17,0.14,0.14,11172500
COM713C1903A,20190107,0.04,0.05,0.04,0.05,120100
COM713C1904A,20190107,0.04,0.05,0.04,0.04,3187600
COM719C1904A,20190107,0.05,0.06,0.04,0.04,11267700
COM724C1904A,20190107,0.01,0.01,0.01,0.01,1743000
COM728C1903A,20190107,0.04,0.04,0.04,0.04,20000
CPAL01C1901A,20190107,0.1,0.12,0.1,0.11,22765200
CPAL01C1901B,20190107,0.01,0.01,0.01,0.01,3200300
CPAL01C1904A,20190107,0.78,0.79,0.77,0.79,9476000
CPAL01C1904B,20190107,0.47,0.49,0.47,0.48,21147900
CPAL01P1901A,20190107,1.1,1.12,1.08,1.08,5230400
CPAL01P1901B,20190107,0.12,0.13,0.11,0.11,26529000
CPAL01P1904A,20190107,0.46,0.47,0.45,0.45,3680400
CPAL01P1904B,20190107,0.2,0.2,0.19,0.19,5009500
CPAL06C1903A,20190107,0.36,0.38,0.36,0.38,2033500
CPAL07C1902A,20190107,0.23,0.24,0.23,0.24,103400
CPAL08C1902A,20190107,0.04,0.04,0.04,0.04,6100
CPAL08C1902B,20190107,0.25,0.26,0.25,0.26,3365600
CPAL08P1904A,20190107,0.22,0.22,0.22,0.22,1161100
CPAL11C1903A,20190107,0.01,0.02,0.01,0.01,3600
CPAL11C1909A,20190107,0.48,0.49,0.48,0.49,1254500
