<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
CHG27C1905A,20190102,0.07,0.07,0.07,0.07,540000
CHG28C1904A,20190102,0.08,0.08,0.06,0.06,2136000
CK01C1902A,20190102,0.17,0.18,0.16,0.16,1575700
CK01C1902B,20190102,0.08,0.08,0.07,0.07,1644200
CK01P1902A,20190102,0.32,0.33,0.31,0.32,2841400
CK19C1903A,20190102,0.13,0.13,0.11,0.11,2006700
CK24C1904A,20190102,0.12,0.13,0.12,0.13,112400
CKP01C1906A,20190102,0.27,0.27,0.26,0.27,18663000
CKP01C1906B,20190102,0.19,0.19,0.18,0.19,8576800
CKP08C1903A,20190102,0.68,0.69,0.68,0.69,1153200
CKP08C1903B,20190102,0.11,0.11,0.11,0.11,1713200
CKP11C1910A,20190102,0.23,0.23,0.23,0.23,330900
CKP13C1903A,20190102,0.39,0.4,0.39,0.4,5969000
CKP13C1903B,20190102,0.1,0.1,0.1,0.1,250000
CKP19C1902A,20190102,0.47,0.48,0.47,0.48,1656400
CKP19C1903A,20190102,0.14,0.14,0.14,0.14,1971200
CKP24C1906A,20190102,0.14,0.14,0.14,0.14,20000
CKP27C1905A,20190102,0.17,0.17,0.17,0.17,990000
CKP28C1903A,20190102,0.09,0.09,0.09,0.09,4531800
COM708C1903A,20190102,0.04,0.04,0.03,0.04,630100
COM711C1909A,20190102,0.25,0.25,0.2,0.22,1701100
COM713C1904A,20190102,0.1,0.1,0.07,0.09,7623100
COM719C1904A,20190102,0.12,0.12,0.09,0.1,1826300
COM723C1901A,20190102,0.01,0.01,0.01,0.01,10000
COM727C1902A,20190102,0.05,0.05,0.03,0.03,630000
COM728C1903A,20190102,0.05,0.05,0.03,0.03,2145600
CPAL01C1901A,20190102,0.06,0.08,0.06,0.07,7009500
CPAL01C1901B,20190102,0.01,0.02,0.01,0.01,3155200
CPAL01C1904A,20190102,0.62,0.68,0.61,0.68,14751300
CPAL01C1904B,20190102,0.33,0.39,0.33,0.39,26377600
CPAL01P1901A,20190102,1.37,1.37,1.26,1.26,2230900
CPAL01P1901B,20190102,0.33,0.33,0.25,0.25,5162200
CPAL01P1904A,20190102,0.6,0.6,0.54,0.55,2994600
CPAL01P1904B,20190102,0.3,0.3,0.27,0.27,2475400
CPAL06C1903A,20190102,0.2,0.26,0.2,0.26,4330200
CPAL07C1902A,20190102,0.16,0.18,0.15,0.18,450500
CPAL08C1902A,20190102,0.03,0.03,0.03,0.03,50000
CPAL08C1902B,20190102,0.17,0.2,0.17,0.2,1334000
CPAL08P1904A,20190102,0.34,0.34,0.3,0.3,715600
CPAL11C1909A,20190102,0.39,0.42,0.39,0.42,1341000
CPAL11P1903A,20190102,0.48,0.48,0.41,0.41,2056400
CPAL13C1901A,20190102,0.08,0.1,0.08,0.1,1651000
CPAL13C1903A,20190102,0.49,0.56,0.49,0.55,22850600
CPAL13P1902A,20190102,0.11,0.11,0.11,0.11,1310000
CPAL16C1912A,20190102,0.86,0.86,0.86,0.86,100
CPAL19C1902A,20190102,0.15,0.17,0.15,0.17,4543000
CPAL19P1903A,20190102,0.18,0.18,0.16,0.16,2739900
CPAL23C1906A,20190102,0.4,0.46,0.4,0.46,3689200
CPAL24C1903A,20190102,0.14,0.14,0.13,0.13,235300
CPAL24C1904A,20190102,0.48,0.53,0.48,0.53,300000
CPAL27C1903A,20190102,0.19,0.22,0.19,0.22,720000
CPAL27P1905A,20190102,0.42,0.42,0.4,0.4,317200
CPAL28C1904A,20190102,0.29,0.34,0.29,0.34,9586900
CPAL42C1904A,20190102,0.27,0.31,0.27,0.31,807200
CPAL42P1904A,20190102,0.19,0.19,0.17,0.17,208400
CPF01C1902A,20190102,0.14,0.15,0.14,0.14,3500600
CPF01P1902A,20190102,0.37,0.37,0.36,0.36,2469500
CPF01P1902B,20190102,0.2,0.2,0.19,0.19,5795200
CPF08C1904A,20190102,0.12,0.12,0.12,0.12,200000
CPF11C1910A,20190102,0.52,0.53,0.52,0.52,480000
CPF11P1902A,20190102,0.12,0.12,0.11,0.11,330600
CPF13C1903A,20190102,0.3,0.3,0.28,0.28,1980200
CPF13C1905A,20190102,0.14,0.14,0.14,0.14,1490600
CPF19C1901A,20190102,0.03,0.03,0.03,0.03,1045500
CPF19C1904A,20190102,0.38,0.4,0.38,0.39,2407400
CPF24C1904A,20190102,0.4,0.4,0.4,0.4,100
CPN01C1902A,20190102,0.23,0.26,0.21,0.25,16214100
CPN01C1902B,20190102,0.06,0.07,0.06,0.07,1961200
CPN01P1902A,20190102,1,1.06,0.95,0.96,5752100
CPN06C1903A,20190102,0.24,0.3,0.23,0.28,4699700
CPN08C1903A,20190102,0.15,0.19,0.15,0.18,1389400
CPN11C1903A,20190102,0.05,0.05,0.05,0.05,32000
CPN11C1910A,20190102,0.46,0.51,0.45,0.51,2370000
CPN11P1903A,20190102,0.13,0.13,0.11,0.11,912600
CPN13C1903A,20190102,0.21,0.22,0.18,0.22,4553200
CPN19C1901A,20190102,0.05,0.07,0.05,0.06,3326000
CPN27C1903A,20190102,0.1,0.12,0.1,0.12,495000
CPN28C1902A,20190102,0.04,0.05,0.04,0.05,604600
CPN28C1904A,20190102,0.17,0.2,0.16,0.19,6631300
DTAC01C1902A,20190102,0.59,0.6,0.57,0.57,5885000
DTAC01C1902B,20190102,0.3,0.3,0.28,0.29,5172400
DTAC01C1905A,20190102,0.41,0.42,0.39,0.4,6231700
DTAC01C1905B,20190102,0.31,0.31,0.29,0.3,6081200
DTAC01P1902A,20190102,0.45,0.47,0.45,0.46,3052400
DTAC01P1902B,20190102,0.19,0.19,0.19,0.19,2768800
DTAC01P1905A,20190102,0.92,0.95,0.92,0.93,2564800
DTAC06C1903A,20190102,0.19,0.2,0.19,0.2,174000
DTAC06P1903A,20190102,0.37,0.39,0.37,0.38,959100
DTAC08C1903A,20190102,0.18,0.18,0.17,0.17,783600
DTAC11C1904A,20190102,0.14,0.15,0.14,0.14,392300
DTAC13C1902A,20190102,0.07,0.07,0.06,0.07,764300
DTAC13C1904A,20190102,0.29,0.3,0.28,0.28,2916100
DTAC13P1903A,20190102,0.32,0.32,0.31,0.32,823400
DTAC19C1904A,20190102,0.32,0.33,0.31,0.31,1553300
DTAC23C1906A,20190102,0.26,0.26,0.26,0.26,1400800
DTAC27C1903A,20190102,0.15,0.15,0.14,0.14,360000
DTAC27P1903A,20190102,0.29,0.3,0.29,0.29,450000
DTAC28C1902A,20190102,0.08,0.08,0.08,0.08,819200
DTAC28C1905A,20190102,0.3,0.31,0.29,0.3,2567400
DTAC42C1903A,20190102,0.18,0.18,0.18,0.18,204000
EA07C1903A,20190102,0.37,0.41,0.36,0.36,408200
EA08C1903A,20190102,0.32,0.36,0.32,0.32,3291300
EA08C1903B,20190102,0.11,0.12,0.1,0.1,1676000
EA11C1902A,20190102,0.04,0.05,0.04,0.05,163100
EA13C1901A,20190102,0.02,0.03,0.02,0.02,492300
EA13C1903A,20190102,0.09,0.1,0.09,0.09,4346200
EA13C1905A,20190102,0.29,0.32,0.28,0.29,7175200
EA19C1902A,20190102,0.21,0.22,0.2,0.2,6625000
EA23C1901A,20190102,0.18,0.19,0.17,0.17,3324400
EA27C1902A,20190102,0.44,0.44,0.44,0.44,10000
EA28C1905A,20190102,0.28,0.29,0.27,0.27,8090300
EGCO01C1903A,20190102,0.67,0.67,0.64,0.66,3921500
EGCO01C1903B,20190102,0.43,0.44,0.4,0.42,6700400
EGCO19C1901A,20190102,0.26,0.27,0.22,0.25,1656000
EPG01C1903A,20190102,0.11,0.12,0.1,0.1,1277000
EPG01C1903B,20190102,0.05,0.05,0.05,0.05,159500
EPG01P1903A,20190102,1.27,1.29,1.23,1.27,4685900
EPG11C1903A,20190102,0.14,0.15,0.13,0.13,520800
EPG13C1903A,20190102,0.07,0.07,0.06,0.06,596700
EPG13C1905A,20190102,0.22,0.23,0.21,0.21,2178400
EPG19C1904A,20190102,0.16,0.16,0.15,0.15,841500
EPG28C1904A,20190102,0.13,0.13,0.12,0.12,2253800
ERW19C1902A,20190102,0.06,0.07,0.06,0.07,507100
ERW19C1906A,20190102,0.4,0.44,0.4,0.44,1010000
ERW24C1904A,20190102,0.1,0.12,0.1,0.12,13000
ESSO01C1906A,20190102,0.19,0.2,0.19,0.2,1664600
ESSO01C1906B,20190102,0.15,0.15,0.15,0.15,575200
ESSO01P1906A,20190102,0.86,0.89,0.85,0.88,1303400
ESSO11C1905A,20190102,0.13,0.13,0.13,0.13,319900
ESSO13C1903A,20190102,0.02,0.02,0.02,0.02,186300
ESSO13C1905A,20190102,0.11,0.11,0.1,0.11,972300
ESSO19C1906A,20190102,0.19,0.19,0.18,0.18,239600
GFPT08C1906A,20190102,0.21,0.23,0.21,0.22,532700
GFPT13C1902A,20190102,0.02,0.03,0.02,0.03,1000000
GFPT19C1903A,20190102,0.08,0.1,0.08,0.1,220100
GGC13C1902A,20190102,0.03,0.03,0.03,0.03,900000
GGC13C1905A,20190102,0.18,0.19,0.18,0.19,2793400
GGC13C1908A,20190102,0.24,0.25,0.24,0.25,3989600
GGC19C1902A,20190102,0.09,0.1,0.09,0.09,150000
GGC19C1906A,20190102,0.62,0.65,0.62,0.65,1005000
GGC28C1905A,20190102,0.15,0.15,0.15,0.15,101400
GGC28C1907A,20190102,0.54,0.57,0.54,0.57,6525900
GLOB01C1903A,20190102,0.47,0.51,0.47,0.51,5063300
GLOB01C1903B,20190102,0.28,0.34,0.28,0.34,7708600
GLOB11C1906A,20190102,0.27,0.29,0.27,0.28,1240000
GLOB13C1901A,20190102,0.13,0.16,0.13,0.16,5497800
GLOB19C1901A,20190102,0.27,0.3,0.27,0.28,1754200
GLOB23C1906A,20190102,0.39,0.42,0.39,0.41,2200000
GLOB24C1906A,20190102,0.32,0.32,0.32,0.32,150000
GLOW13C1905A,20190102,0.72,0.72,0.69,0.7,4012000
GLOW19C1901A,20190102,0.07,0.07,0.07,0.07,1538600
GLOW19C1906A,20190102,1.09,1.09,1.07,1.07,788700
GPSC01C1902A,20190102,0.15,0.15,0.13,0.14,4501300
GPSC01C1905A,20190102,0.69,0.72,0.67,0.69,5355100
GPSC01C1905B,20190102,0.6,0.62,0.57,0.59,4536500
GPSC01P1902A,20190102,1.47,1.51,1.44,1.46,4803300
GPSC06C1903A,20190102,0.41,0.47,0.41,0.44,912000
GPSC11C1909A,20190102,0.55,0.55,0.51,0.54,2101300
GPSC13C1903A,20190102,0.1,0.11,0.1,0.11,1212800
GPSC13C1904A,20190102,0.43,0.44,0.41,0.44,10041200
GPSC19C1905A,20190102,0.62,0.64,0.59,0.61,2405900
GPSC24C1904B,20190102,0.43,0.43,0.4,0.4,300000
GPSC28C1903A,20190102,0.07,0.07,0.07,0.07,650100
GPSC28C1904A,20190102,0.31,0.35,0.31,0.33,5081400
GUNK08C1902A,20190102,0.04,0.04,0.04,0.04,249600
GUNK13C1903A,20190102,0.08,0.09,0.07,0.08,679100
GUNK13C1905A,20190102,0.21,0.22,0.2,0.2,851800
GUNK19C1903A,20190102,0.2,0.21,0.19,0.19,720000
GUNK19C1906A,20190102,0.2,0.22,0.2,0.2,655000
GUNK27C1905A,20190102,0.18,0.18,0.18,0.18,90000
GUNK28C1903A,20190102,0.09,0.09,0.08,0.08,456000
HANA01C1905A,20190102,0.22,0.22,0.2,0.21,505800
HANA01C1905B,20190102,0.17,0.17,0.16,0.16,230000
HANA08C1903A,20190102,0.07,0.07,0.06,0.06,40400
HANA11C1904A,20190102,0.06,0.06,0.06,0.06,1300
HANA13C1901A,20190102,0.02,0.02,0.02,0.02,325000
HANA19C1906A,20190102,0.31,0.31,0.29,0.29,184400
HANA28C1904A,20190102,0.12,0.13,0.11,0.11,469700
HMPR01C1902A,20190102,0.35,0.37,0.34,0.34,5757200
HMPR01C1902B,20190102,0.22,0.24,0.22,0.22,5030600
HMPR01P1902A,20190102,0.23,0.23,0.22,0.22,1041900
HMPR11C1906A,20190102,0.18,0.18,0.17,0.18,20100
HMPR13C1905A,20190102,0.22,0.23,0.22,0.23,5970900
HMPR19C1901A,20190102,0.26,0.28,0.26,0.26,1597800
HMPR27C1905A,20190102,0.28,0.29,0.28,0.29,900000
HMPR27P1905A,20190102,0.26,0.26,0.25,0.25,290100
HMPR28C1903A,20190102,0.13,0.13,0.13,0.13,1762000
INTU01C1903A,20190102,0.14,0.14,0.13,0.14,3414400
INTU01C1903B,20190102,0.04,0.04,0.03,0.03,8000
INTU01P1903A,20190102,0.95,0.97,0.94,0.94,2585200
INTU01P1903B,20190102,0.68,0.7,0.68,0.68,2717600
INTU11C1905A,20190102,0.05,0.05,0.05,0.05,21000
INTU11P1905A,20190102,0.37,0.37,0.36,0.36,360400
INTU13C1904A,20190102,0.14,0.15,0.14,0.15,5499400
INTU19C1906A,20190102,0.31,0.31,0.31,0.31,805000
INTU24C1909A,20190102,0.15,0.15,0.15,0.15,100
INTU28C1904A,20190102,0.08,0.08,0.08,0.08,1609200
INTU28C1905A,20190102,0.26,0.27,0.26,0.27,4067200
INTU42P1904A,20190102,0.41,0.41,0.4,0.4,489600
IRPC01C1903A,20190102,0.09,0.1,0.09,0.09,28592800
IRPC01C1903B,20190102,0.03,0.03,0.03,0.03,309200
IRPC01C1906A,20190102,0.28,0.29,0.27,0.27,6259600
IRPC01C1906B,20190102,0.23,0.24,0.23,0.23,11271700
IRPC01P1903A,20190102,0.7,0.7,0.68,0.69,6870200
IRPC01P1903B,20190102,0.53,0.53,0.51,0.53,5834300
IRPC06C1903A,20190102,0.07,0.07,0.07,0.07,1280000
IRPC08C1902A,20190102,0.04,0.04,0.04,0.04,1000000
IRPC11C1905A,20190102,0.1,0.1,0.1,0.1,412000
IRPC13C1903A,20190102,0.11,0.12,0.11,0.11,7799600
IRPC19C1901A,20190102,0.02,0.02,0.02,0.02,15000
IRPC19C1905A,20190102,0.2,0.21,0.2,0.2,3274800
IRPC24C1904A,20190102,0.11,0.12,0.11,0.11,2000000
IRPC27C1903A,20190102,0.06,0.06,0.06,0.06,360000
IRPC27P1905A,20190102,0.36,0.36,0.35,0.35,720000
IRPC28C1904A,20190102,0.11,0.11,0.11,0.11,1023000
ITD13C1908A,20190102,0.19,0.2,0.19,0.2,620400
ITD19C1903A,20190102,0.04,0.04,0.04,0.04,380000
ITD19C1906A,20190102,0.19,0.19,0.19,0.19,30000
ITD28C1907A,20190102,0.17,0.18,0.17,0.18,1831600
IVL01C1903A,20190102,0.32,0.32,0.28,0.28,16074300
IVL01C1903B,20190102,0.17,0.17,0.15,0.15,12371600
IVL01C1905A,20190102,0.52,0.52,0.49,0.49,17150800
IVL01C1905B,20190102,0.43,0.43,0.4,0.4,17445100
IVL01P1903A,20190102,0.94,0.98,0.94,0.98,8506300
IVL01P1903B,20190102,0.62,0.66,0.62,0.65,8465200
IVL01P1905A,20190102,0.65,0.68,0.65,0.67,14737400
IVL06C1903A,20190102,0.24,0.27,0.24,0.24,1953600
IVL08C1901A,20190102,0.09,0.09,0.07,0.07,1033800
IVL08C1905A,20190102,0.39,0.39,0.36,0.36,1875800
IVL08P1903A,20190102,0.39,0.42,0.39,0.41,3113500
IVL11C1906A,20190102,0.22,0.22,0.2,0.2,1373800
IVL13C1903A,20190102,0.13,0.13,0.12,0.12,3537800
IVL13C1904A,20190102,0.34,0.34,0.31,0.31,6756200
IVL13P1902A,20190102,0.16,0.18,0.15,0.17,4992000
IVL13P1903A,20190102,0.15,0.16,0.15,0.16,2487000
IVL19C1903A,20190102,0.26,0.26,0.23,0.23,4766300
IVL19P1903A,20190102,0.21,0.23,0.21,0.22,5125800
IVL23C1906A,20190102,0.36,0.36,0.34,0.34,4899800
IVL27C1902A,20190102,0.1,0.1,0.09,0.09,900000
IVL28C1902A,20190102,0.06,0.06,0.06,0.06,1802800
IVL28C1903A,20190102,0.25,0.25,0.22,0.22,11989400
IVL28P1904A,20190102,0.25,0.28,0.25,0.28,6757100
IVL42C1903A,20190102,0.12,0.12,0.11,0.11,2140000
KBAN01C1901A,20190102,0.43,0.45,0.43,0.43,12774400
KBAN01C1901B,20190102,0.01,0.01,0.01,0.01,188000
KBAN01C1904A,20190102,0.19,0.19,0.18,0.18,6569100
KBAN01C1904B,20190102,0.07,0.08,0.07,0.07,456100
KBAN01P1901A,20190102,1.07,1.1,1.07,1.07,3116800
KBAN01P1901B,20190102,0.07,0.07,0.07,0.07,601700
KBAN01P1904A,20190102,0.93,0.93,0.91,0.92,1850800
KBAN01P1904B,20190102,0.65,0.65,0.64,0.64,1960400
KBAN06C1903A,20190102,0.21,0.21,0.2,0.2,3621000
KBAN07C1908A,20190102,0.43,0.43,0.42,0.42,1020000
KBAN08C1903A,20190102,0.03,0.03,0.02,0.02,33200
KBAN13C1901A,20190102,0.01,0.01,0.01,0.01,55000
KBAN13C1904A,20190102,0.1,0.11,0.1,0.1,1648900
KBAN13C1904B,20190102,0.31,0.32,0.3,0.32,7155700
KBAN13P1905A,20190102,0.81,0.82,0.8,0.8,9639300
KBAN19C1906A,20190102,0.59,0.6,0.58,0.59,3652600
KBAN19P1904A,20190102,0.71,0.73,0.7,0.7,3455100
KBAN24C1908A,20190102,0.41,0.41,0.4,0.4,1500200
KBAN24P1907A,20190102,0.55,0.55,0.55,0.55,200
KBAN28C1904A,20190102,0.06,0.06,0.06,0.06,100000
KBAN28C1905A,20190102,0.27,0.27,0.26,0.27,3210400
KBAN28P1904A,20190102,0.53,0.53,0.52,0.52,5933400
KCE01C1903A,20190102,0.02,0.03,0.02,0.03,1610000
KCE01C1903B,20190102,0.01,0.02,0.01,0.02,20000
KCE01C1906A,20190102,0.29,0.31,0.27,0.28,2877200
KCE01C1906B,20190102,0.23,0.23,0.22,0.22,1895400
KCE08C1905A,20190102,0.22,0.23,0.21,0.21,269000
KCE11C1904A,20190102,0.04,0.04,0.02,0.02,200
KCE13C1903A,20190102,0.01,0.01,0.01,0.01,30100
KCE13C1904A,20190102,0.04,0.04,0.03,0.03,1674400
KCE13C1905A,20190102,0.15,0.15,0.14,0.14,2339800
KCE19C1901A,20190102,0.01,0.01,0.01,0.01,100
KCE19C1906A,20190102,0.3,0.31,0.29,0.29,1981800
KCE28C1905A,20190102,0.16,0.17,0.16,0.16,2496000
KKP01C1902A,20190102,0.18,0.2,0.18,0.18,1696900
KKP01C1902B,20190102,0.04,0.04,0.04,0.04,10000
KKP08C1904A,20190102,0.17,0.17,0.17,0.17,385800
KKP13C1903A,20190102,0.16,0.16,0.16,0.16,2284000
KKP19C1901A,20190102,0.03,0.03,0.03,0.03,800000
KKP19C1906A,20190102,0.53,0.54,0.52,0.53,236700
KKP24C1906A,20190102,0.22,0.22,0.22,0.22,20000
KKP28C1905A,20190102,0.26,0.26,0.25,0.25,1683600
KTB01C1903A,20190102,0.25,0.27,0.25,0.25,10951500
KTB01C1903B,20190102,0.16,0.18,0.16,0.17,21570700
KTB01P1903A,20190102,0.5,0.51,0.47,0.47,8232400
KTB01P1903B,20190102,0.39,0.39,0.35,0.38,8705200
KTB06C1902A,20190102,0.16,0.17,0.15,0.15,1670000
KTB08C1903A,20190102,0.12,0.13,0.12,0.13,3006600
KTB11C1909A,20190102,0.21,0.22,0.21,0.21,1440000
KTB13C1903A,20190102,0.12,0.13,0.12,0.12,3011400
KTB19C1901A,20190102,0.11,0.13,0.11,0.11,3437800
KTB23C1906A,20190102,0.27,0.29,0.27,0.28,2208000
KTB27C1905A,20190102,0.21,0.22,0.21,0.21,540000
KTB28C1903A,20190102,0.08,0.09,0.08,0.08,4327600
KTB42C1903A,20190102,0.14,0.15,0.14,0.14,1020000
KTB42P1903A,20190102,0.15,0.15,0.15,0.15,408000
KTC01C1901A,20190102,0.26,0.28,0.26,0.27,10546800
KTC01C1901B,20190102,0.09,0.1,0.09,0.1,48000
KTC08C1903A,20190102,0.23,0.25,0.23,0.24,2876700
KTC11C1902A,20190102,0.62,0.64,0.59,0.64,57200
KTC13C1903A,20190102,0.13,0.14,0.13,0.13,4235100
KTC13C1906A,20190102,0.28,0.3,0.28,0.3,27474400
KTC19C1901A,20190102,0.29,0.31,0.28,0.31,1892500
KTC19C1903A,20190102,0.13,0.14,0.13,0.13,6131800
KTC19P1903A,20190102,0.33,0.33,0.31,0.32,7219900
KTC27C1903A,20190102,0.24,0.26,0.24,0.25,1996000
KTC27P1903A,20190102,0.19,0.19,0.18,0.18,659100
KTC27P1905A,20190102,0.46,0.46,0.45,0.45,1697200
KTC28C1901A,20190102,0.01,0.01,0.01,0.01,210900
KTC28C1905A,20190102,0.31,0.33,0.31,0.32,12053600
LH01C1903A,20190102,0.12,0.12,0.12,0.12,2520000
LH01P1903A,20190102,0.5,0.51,0.49,0.5,764000
LH13C1902A,20190102,0.07,0.07,0.07,0.07,20000
LH19C1906A,20190102,0.38,0.4,0.38,0.39,1300000
LH27C1905A,20190102,0.13,0.13,0.13,0.13,180000
LH27P1905A,20190102,0.34,0.34,0.33,0.33,180000
LPN01C1905A,20190102,0.04,0.06,0.04,0.06,4642800
LPN01C1905B,20190102,0.03,0.03,0.03,0.03,400000
LPN08C1906A,20190102,0.01,0.01,0.01,0.01,101000
LPN08C1908A,20190102,0.21,0.26,0.21,0.26,7445900
LPN13C1903A,20190102,0.01,0.01,0.01,0.01,66000
LPN13C1908A,20190102,0.29,0.34,0.29,0.34,3790000
LPN19C1904A,20190102,0.02,0.02,0.02,0.02,530000
LPN19C1906A,20190102,0.2,0.24,0.2,0.24,1581200
LPN28C1907A,20190102,0.24,0.28,0.23,0.28,4858200
MAJO19C1904A,20190102,0.14,0.15,0.14,0.15,453500
MEGA01C1904A,20190102,0.16,0.19,0.16,0.16,8398600
MEGA01C1904B,20190102,0.09,0.11,0.09,0.1,1402400
MEGA08C1903A,20190102,0.04,0.04,0.04,0.04,213600
MEGA11C1910A,20190102,0.29,0.32,0.29,0.3,1575000
MEGA19C1906A,20190102,0.24,0.26,0.23,0.25,1410900
MINT01C1901A,20190102,0.2,0.21,0.16,0.16,13567500
MINT01C1901B,20190102,0.02,0.02,0.01,0.01,506100
MINT01P1901A,20190102,0.18,0.21,0.16,0.21,35876900
MINT11C1902A,20190102,0.03,0.03,0.03,0.03,100
MINT11C1910A,20190102,0.3,0.31,0.28,0.28,2943000
MINT13C1904A,20190102,0.15,0.16,0.13,0.13,9121100
MINT19C1901A,20190102,0.07,0.07,0.05,0.05,3699600
MINT27P1905A,20190102,0.43,0.47,0.43,0.47,1970000
MINT28C1904A,20190102,0.12,0.12,0.11,0.11,4101400
MINT42C1904A,20190102,0.09,0.09,0.09,0.09,30000
MINT42P1904A,20190102,0.38,0.41,0.38,0.41,1652400
MONO08C1906A,20190102,0.01,0.01,0.01,0.01,1301000
MTC06C1901A,20190102,0.94,1.03,0.94,1.01,1019800
MTC06C1903A,20190102,0.31,0.36,0.31,0.35,1429000
MTC08C1902A,20190102,0.57,0.6,0.53,0.59,1443000
MTC08C1904A,20190102,0.16,0.18,0.16,0.18,1641600
MTC11C1904A,20190102,0.52,0.54,0.5,0.54,1094400
MTC13C1903A,20190102,0.28,0.3,0.25,0.29,18740900
MTC19C1901A,20190102,0.54,0.62,0.54,0.6,1627800
MTC19C1903A,20190102,0.26,0.3,0.26,0.3,3022900
MTC23C1906A,20190102,0.27,0.29,0.27,0.29,2302100
MTC24C1912A,20190102,0.71,0.74,0.7,0.73,103000
MTC28C1902A,20190102,0.41,0.42,0.41,0.42,10000
MTC28C1903A,20190102,0.15,0.17,0.15,0.17,3004100
ORI08C1904A,20190102,0.02,0.02,0.02,0.02,290000
ORI11C1909A,20190102,0.42,0.43,0.41,0.41,1292000
ORI13C1904A,20190102,0.04,0.04,0.03,0.04,598000
ORI13C1904B,20190102,0.23,0.24,0.22,0.22,9852000
ORI19C1904A,20190102,0.01,0.02,0.01,0.02,1000200
ORI19C1905A,20190102,0.3,0.31,0.28,0.29,2362900
ORI28C1904A,20190102,0.29,0.29,0.26,0.26,2462700
ORI28C1904B,20190102,0.17,0.17,0.16,0.16,9047600
PRM13C1904A,20190102,0.03,0.03,0.03,0.03,2532600
PRM19C1906A,20190102,0.12,0.12,0.12,0.12,540500
PSH08C1904A,20190102,0.07,0.07,0.07,0.07,25000
PSH19C1903A,20190102,0.06,0.06,0.06,0.06,220000
PSL11C1905A,20190102,0.04,0.04,0.04,0.04,233500
PSL19C1903A,20190102,0.04,0.05,0.03,0.05,1000000
PTG01C1902A,20190102,0.04,0.04,0.04,0.04,1357300
PTG01C1905A,20190102,0.69,0.73,0.69,0.7,5628500
PTG01C1905B,20190102,0.59,0.63,0.59,0.61,4980000
PTG01P1902A,20190102,0.96,0.96,0.93,0.93,5915300
PTG11C1906A,20190102,0.41,0.43,0.41,0.41,1372200
PTG13C1901A,20190102,0.01,0.01,0.01,0.01,20000
PTG13C1904A,20190102,0.29,0.31,0.28,0.29,21866300
PTG19C1902A,20190102,0.01,0.01,0.01,0.01,9900
PTG19C1902B,20190102,0.01,0.02,0.01,0.02,614100
PTG19C1905A,20190102,0.58,0.61,0.57,0.58,5124200
PTG19P1903A,20190102,0.35,0.35,0.33,0.33,6492900
PTG24C1905A,20190102,0.55,0.58,0.55,0.58,43000
PTG28C1901A,20190102,0.01,0.01,0.01,0.01,20000
PTG28C1904A,20190102,0.25,0.28,0.25,0.26,11301400
PTT01C1901A,20190102,0.31,0.33,0.31,0.31,50081100
PTT01C1901B,20190102,0.08,0.09,0.07,0.07,24066600
PTT01C1904A,20190102,0.2,0.22,0.2,0.2,33056500
PTT01C1904B,20190102,0.11,0.11,0.1,0.1,1950500
PTT01P1901A,20190102,0.45,0.47,0.44,0.45,8324500
PTT01P1901B,20190102,0.11,0.11,0.09,0.1,15222000
PTT01P1904A,20190102,0.93,0.93,0.9,0.91,6512400
PTT01P1904B,20190102,0.7,0.71,0.67,0.68,9243300
PTT06C1901A,20190102,0.04,0.04,0.04,0.04,2110000
PTT06C1903A,20190102,0.08,0.08,0.08,0.08,440000
PTT06P1901A,20190102,0.33,0.33,0.32,0.32,1708000
PTT06P1903A,20190102,0.35,0.35,0.33,0.34,2841000
PTT08P1904A,20190102,0.61,0.61,0.6,0.61,2024100
PTT11C1902A,20190102,0.03,0.03,0.01,0.02,202800
PTT11C1909A,20190102,0.21,0.21,0.21,0.21,2640000
PTT13C1903A,20190102,0.12,0.13,0.12,0.12,14784200
PTT13C1906A,20190102,0.31,0.32,0.31,0.32,19541300
PTT13P1902A,20190102,0.39,0.39,0.37,0.39,14992100
PTT16C1912A,20190102,0.52,0.54,0.52,0.53,1200
PTT19C1901A,20190102,0.04,0.05,0.04,0.04,581600
PTT19C1906A,20190102,0.37,0.38,0.37,0.37,1952600
PTT19P1903A,20190102,0.33,0.33,0.32,0.33,4607400
PTT23C1906A,20190102,0.2,0.2,0.2,0.2,2000900
PTT24C1904A,20190102,0.07,0.08,0.07,0.08,810000
PTT24P1904A,20190102,0.24,0.24,0.24,0.24,2000000
PTT27C1903A,20190102,0.09,0.09,0.09,0.09,180000
PTT27P1903A,20190102,0.4,0.4,0.39,0.39,1170000
PTT28C1904A,20190102,0.18,0.18,0.17,0.17,13462300
PTT28P1903A,20190102,0.41,0.41,0.41,0.41,7056000
PTTE01C1901A,20190102,0.07,0.1,0.07,0.07,9508600
PTTE01C1901B,20190102,0.01,0.02,0.01,0.01,15797800
PTTE01C1904A,20190102,0.12,0.13,0.11,0.11,7288000
PTTE01C1904B,20190102,0.06,0.07,0.06,0.07,1544700
PTTE01P1901A,20190102,1.68,1.68,1.6,1.66,6320200
PTTE01P1901B,20190102,0.61,0.65,0.55,0.63,19206500
PTTE01P1904A,20190102,2.12,2.14,2.04,2.1,7140600
PTTE01P1904B,20190102,1.86,1.89,1.77,1.89,7861400
