<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
CRANE,20190103,2,2.02,1.98,1.98,49400
CRD,20190103,0.97,0.99,0.96,0.97,97200
CRYSTAL,20190103,9.7,9.7,9.65,9.7,74300
CSC,20190103,40,40,40,40,300
CSP,20190103,1.08,1.1,1.07,1.1,14500
CSS,20190103,1.88,1.89,1.87,1.88,181500
CTARAF,20190103,4.74,4.74,4.62,4.7,334600
CTW,20190103,7.95,7.95,7.9,7.9,58800
CWT,20190103,2.7,2.7,2.64,2.66,8500
D,20190103,9.05,9.05,9,9.05,40500
DCC,20190103,1.96,1.98,1.94,1.96,731000
DCON,20190103,0.5,0.51,0.49,0.49,784900
DCORP,20190103,0.5,0.56,0.5,0.56,2660800
DDD,20190103,19,19.8,18.5,18.7,1981300
DELTA,20190103,69,69.5,69,69.25,688400
DEMCO,20190103,2.82,3.06,2.82,2.88,897100
DIF,20190103,14.5,14.5,14.3,14.4,4923400
DIGI,20190103,0.2,0.2,0.19,0.2,385400
DIMET,20190103,0.87,0.89,0.86,0.87,549500
DNA,20190103,0.42,0.42,0.38,0.39,17212300
DOD,20190103,13.2,13.3,13,13,744500
DREIT,20190103,5.2,5.2,5.1,5.1,200
DRT,20190103,5.35,5.4,5.35,5.35,13900
DTAC,20190103,43.5,44.25,43.5,43.5,2495700
DTC,20190103,9.7,9.9,9.7,9.75,8500
DTCI,20190103,27.5,30,27.5,30,2800
EA,20190103,43.25,44.5,43,43.5,18362000
EASON,20190103,2.1,2.14,2.08,2.1,198500
EASTW,20190103,10.8,10.8,10.6,10.7,501000
ECF,20190103,2.24,2.26,2.18,2.24,1568600
ECL,20190103,1.55,1.62,1.55,1.59,2797000
EE,20190103,0.61,0.63,0.6,0.6,2091700
EFORL,20190103,0.05,0.06,0.05,0.06,2042400
EGATIF,20190103,11.2,11.3,11.2,11.2,1061000
EGCO,20190103,246,249,246,248,590200
EIC,20190103,0.05,0.05,0.04,0.04,338800
EKH,20190103,5.55,5.6,5.55,5.55,43900
EMC,20190103,0.27,0.27,0.26,0.27,3119100
EPCO,20190103,2.62,2.66,2.62,2.64,330000
EPG,20190103,6.8,6.95,6.75,6.85,1475300
ERW,20190103,6.55,6.6,6.4,6.45,6614900
ERWPF,20190103,5.35,5.35,5.15,5.3,100100
ESSO,20190103,10.2,10.3,10,10,3981200
ESTAR,20190103,0.52,0.53,0.52,0.53,208500
ETE,20190103,0.85,0.98,0.85,0.89,1170700
EVER,20190103,0.48,0.5,0.48,0.5,9829900
FANCY,20190103,0.65,0.65,0.64,0.65,207500
FC,20190103,0.37,0.38,0.37,0.37,3045800
FE,20190103,172,172,172,172,300
FLOYD,20190103,1.75,1.75,1.73,1.75,20600
FMT,20190103,25,25.25,25,25.25,2600
FN,20190103,1.41,1.41,1.36,1.36,300600
FNS,20190103,3.54,3.54,3.54,3.54,3500
FOCUS,20190103,1.57,1.62,1.55,1.56,396900
FORTH,20190103,5.9,5.95,5.85,5.95,12800
FPI,20190103,1.83,1.84,1.8,1.83,344500
FSMART,20190103,5.9,6,5.75,5.85,1817200
FSS,20190103,1.85,1.85,1.85,1.85,30100
FTE,20190103,1.97,1.98,1.95,1.98,67500
FUTUREPF,20190103,23,23.1,23,23,1400
FVC,20190103,0.69,0.73,0.68,0.69,279500
GAHREIT,20190103,9.55,9.55,9.55,9.55,100
GBX,20190103,0.54,0.54,0.54,0.54,1000
GC,20190103,5,5.05,5,5.05,19500
GCAP,20190103,2.28,2.32,2.26,2.26,143500
GEL,20190103,0.3,0.3,0.28,0.28,3479800
GENCO,20190103,0.73,0.75,0.73,0.73,514100
GFPT,20190103,12.5,12.7,12.5,12.6,1010500
GGC,20190103,9.95,10.4,9.95,10.2,2105700
GIFT,20190103,3.68,3.8,3.66,3.76,15700
GJS,20190103,0.12,0.13,0.11,0.12,7430200
GL,20190103,5.5,5.6,5.35,5.4,247100
GLAND,20190103,3,3.06,3,3.02,298600
GLANDRT,20190103,11.9,11.9,11.9,11.9,10200
GLOBAL,20190103,19.9,19.9,18.3,18.6,19329600
GLOW,20190103,89,89.25,88.25,89,1403400
GOLD,20190103,6.85,7.05,6.75,6.8,1658300
GPI,20190103,2.12,2.2,2.12,2.2,655700
GPSC,20190103,59,59.25,57.25,57.5,1692400
GRAMMY,20190103,5.6,5.8,5.6,5.75,12300
GRAND,20190103,0.83,0.84,0.83,0.83,532100
GREEN,20190103,1.06,1.06,1.03,1.04,215200
GTB,20190103,0.56,0.59,0.56,0.58,13300
GULF,20190103,84.25,84.5,82.5,82.5,8740900
GUNKUL,20190103,2.84,2.88,2.82,2.84,7508700
GVREIT,20190103,14.6,14.6,14.6,14.6,68000
HANA,20190103,31.75,32,30.75,31,3900200
HARN,20190103,2.52,2.52,2.44,2.52,38400
HFT,20190103,2.96,2.96,2.92,2.96,105300
HMPRO,20190103,15.1,15.3,14.6,14.9,32650100
HPT,20190103,0.8,0.8,0.79,0.79,88300
HREIT,20190103,6.75,6.75,6.75,6.75,85000
HTC,20190103,14,14,13.7,13.7,42900
HTECH,20190103,5.2,5.25,5.05,5.1,434400
HUMAN,20190103,9.4,9.6,9.4,9.5,826000
HYDRO,20190103,1.25,1.28,1.23,1.23,129900
ICC,20190103,41.5,42,41.5,42,1500
ICHI,20190103,3,3.02,2.96,2.96,234200
ICN,20190103,1.69,1.71,1.67,1.68,322100
IFS,20190103,2.82,3,2.82,3,408400
IHL,20190103,7.25,7.5,7.1,7.3,583200
III,20190103,4.98,5.15,4.96,5,1010500
ILINK,20190103,4.14,4.2,4.14,4.16,102400
IMPACT,20190103,19,19.2,19,19,51200
INET,20190103,2.98,3.04,2.98,3.02,45300
INGRS,20190103,0.58,0.58,0.56,0.57,266400
INOX,20190103,0.99,0.99,0.99,0.99,21500
INTUCH,20190103,48.25,48.5,47.75,47.75,5410100
IRC,20190103,20.6,20.6,20.6,20.6,8300
IRCP,20190103,0.58,0.58,0.58,0.58,45300
IRPC,20190103,5.75,5.85,5.75,5.85,82355700
IT,20190103,3.26,3.26,3.22,3.26,32300
ITD,20190103,2.18,2.22,2.14,2.18,11032200
ITEL,20190103,3.06,3.14,3.04,3.12,1098300
IVL,20190103,54,54.5,53,53.5,14272800
J,20190103,1.4,1.4,1.37,1.37,3700
JAS,20190103,4.5,4.56,4.48,4.52,9335200
JASIF,20190103,9.95,10.1,9.9,10,4927500
JCK,20190103,1.48,1.49,1.47,1.48,12300
JCKH,20190103,0.5,0.52,0.5,0.52,14000
JCT,20190103,86,86,86,86,700
JKN,20190103,7.8,7.95,7.6,7.6,1346400
JMART,20190103,4.84,4.94,4.84,4.86,856500
JMT,20190103,11.3,11.3,10.9,11,1194100
JSP,20190103,0.47,0.48,0.47,0.47,318700
JTS,20190103,1.35,1.36,1.34,1.36,33900
JUBILE,20190103,14.4,14.5,14.3,14.4,78600
JUTHA,20190103,0.65,0.65,0.62,0.62,17700
JWD,20190103,7.05,7.05,6.95,7,878400
K,20190103,2.4,2.48,2.38,2.46,5400
KAMART,20190103,3.4,3.46,3.4,3.44,1467800
KASET,20190103,1.85,1.85,1.81,1.83,2200
KBANK,20190103,186.5,187,185,186,4601300
KBS,20190103,3.88,3.94,3.86,3.94,548200
KCAR,20190103,10.6,10.8,10.6,10.7,26800
KCE,20190103,26,26.5,25.5,25.75,2269000
KCM,20190103,0.83,0.83,0.81,0.82,150900
KGI,20190103,4.28,4.32,4.28,4.3,1275800
KIAT,20190103,0.47,0.48,0.46,0.46,2237000
KKC,20190103,1.13,1.15,1.08,1.12,34000
KKP,20190103,67,67.75,66.25,66.25,3767800
KOOL,20190103,1.17,1.18,1.13,1.14,453000
KSL,20190103,3.02,3.06,3,3.04,352700
KTB,20190103,19.3,19.8,19.3,19.6,43736700
KTC,20190103,31.25,31.75,30.75,30.75,6307900
KTIS,20190103,5.55,5.55,5.5,5.55,9600
KWC,20190103,324,324,324,324,1300
KWG,20190103,1.87,1.9,1.87,1.9,50100
KWM,20190103,0.94,0.94,0.87,0.88,4850800
KYE,20190103,386,386,382,385,2000
L&E,20190103,2.6,2.6,2.56,2.58,34500
LALIN,20190103,4.8,4.84,4.8,4.82,87200
LANNA,20190103,11.6,11.7,11.5,11.5,24200
LDC,20190103,0.94,0.94,0.92,0.94,87200
LEE,20190103,2.52,2.54,2.5,2.54,185300
LH,20190103,10,10.1,9.95,10,20097300
LHFG,20190103,1.38,1.39,1.37,1.37,461800
LHHOTEL,20190103,16.2,16.2,16.1,16.2,39800
LHK,20190103,3.76,3.84,3.76,3.82,180500
LHPF,20190103,8.2,8.2,8.2,8.2,4500
LHSC,20190103,16.2,16.2,16.2,16.2,9900
LIT,20190103,5.55,5.65,5.5,5.5,348300
LOXLEY,20190103,1.62,1.65,1.62,1.64,416400
LPH,20190103,5.55,5.6,5.55,5.55,524700
LPN,20190103,6.6,6.8,6.55,6.65,9751800
LRH,20190103,49,49,49,49,84000
LST,20190103,3.9,3.92,3.88,3.88,28100
LTX,20190103,97.5,101.5,97.5,99,21200
LUXF,20190103,8.4,8.4,8.4,8.4,21700
M,20190103,75,75,73.75,74.75,223500
M-CHAI,20190103,180,180,179,179,200
M-STOR,20190103,7.95,7.95,7.7,7.9,6200
MACO,20190103,1.54,1.58,1.54,1.57,17842500
MAJOR,20190103,20.5,20.7,20.4,20.4,464400
MAKRO,20190103,32.25,32.75,32.25,32.25,245800
MALEE,20190103,7.9,8.2,7.9,8.2,326700
MANRIN,20190103,30,30,30,30,2200
MATCH,20190103,2.08,2.1,2.08,2.1,3024400
MATI,20190103,4.98,5.05,4.98,5.05,11700
MAX,20190103,0.02,0.03,0.01,0.02,39402000
MBAX,20190103,3.9,3.9,3.9,3.9,2100
MBK,20190103,20.7,20.8,20.3,20.4,1458200
MBKET,20190103,10.2,10.3,10.1,10.2,58800
MC,20190103,10.9,10.9,10.7,10.8,258200
MCOT,20190103,9.2,9.2,9,9.1,24800
MCS,20190103,6.5,6.8,6.5,6.6,1078800
MDX,20190103,3.68,3.7,3.68,3.68,10900
MEGA,20190103,29,29.5,29,29.25,304800
META,20190103,2,2.04,1.95,1.97,3231000
METCO,20190103,202,208,202,208,200
MFC,20190103,16.8,16.8,16.8,16.8,27300
MFEC,20190103,2.82,2.82,2.78,2.8,43000
MGT,20190103,1.72,1.74,1.68,1.72,21700
MIDA,20190103,0.59,0.59,0.57,0.58,970300
MILL,20190103,1.53,1.53,1.44,1.44,226700
MINT,20190103,33.75,34.5,33.5,33.75,9058800
MIT,20190103,5.8,5.8,5.8,5.8,7000
MJD,20190103,3.28,3.36,3.26,3.36,77400
MJLF,20190103,12.4,12.4,12.4,12.4,24000
MK,20190103,3.74,3.76,3.74,3.76,383700
ML,20190103,0.98,0.98,0.95,0.95,175700
MM,20190103,3.62,3.76,3.62,3.68,83000
MNRF,20190103,3.3,3.34,3.3,3.34,1000
MODERN,20190103,3.76,3.78,3.7,3.76,68600
MONO,20190103,1.74,1.78,1.73,1.74,3072100
MOONG,20190103,6.5,6.65,6.4,6.5,963700
MPG,20190103,0.17,0.17,0.16,0.16,68400
MSC,20190103,7.05,7.25,7.05,7.2,34100
MTC,20190103,49.5,50.25,49,49.25,9626600
MTI,20190103,97.25,98.25,97.25,98,2200
MVP,20190103,1.44,1.48,1.41,1.41,283500
NBC,20190103,0.49,0.49,0.49,0.49,100
NC,20190103,14.9,16.5,14.9,16.5,3900
NCL,20190103,1.41,1.41,1.39,1.4,22100
NDR,20190103,1.99,1.99,1.98,1.99,2600
NEP,20190103,0.32,0.32,0.32,0.32,82600
NER,20190103,1.73,1.78,1.72,1.76,18331000
NETBAY,20190103,23.5,23.6,22.8,23.2,88800
NEWS,20190103,0.01,0.01,0.01,0.01,532600
NFC,20190103,5.6,6.9,5.6,5.85,6100
NINE,20190103,2.06,2.08,1.95,1.97,3142200
NNCL,20190103,1.65,1.65,1.63,1.63,270100
NOBLE,20190103,14,14.1,13.9,14.1,530900
NOK,20190103,2.4,2.4,2.34,2.34,39000
NPK,20190103,25.5,31.5,24,26.25,2900
NPPG,20190103,0.86,0.9,0.86,0.88,8897200
NTV,20190103,55.5,56,55.5,55.5,3500
NUSA,20190103,0.46,0.47,0.45,0.45,10725300
NVD,20190103,3.68,3.68,3.1,3.22,827600
NWR,20190103,0.77,0.78,0.76,0.76,1411400
NYT,20190103,5,5,4.98,5,288700
OCC,20190103,17.2,17.3,17.2,17.3,3400
OCEAN,20190103,3.7,3.78,3.64,3.7,2433000
OGC,20190103,33.75,42.75,33.75,33.75,2800
OHTL,20190103,480,480,470,470,1100
OISHI,20190103,72.75,73,72.75,73,1200
ORI,20190103,6.65,6.8,6.6,6.7,4126000
OSP,20190103,24.2,24.7,23.9,24,8887400
OTO,20190103,2.04,2.3,1.98,1.98,3606300
PACE,20190103,0.39,0.4,0.38,0.39,3183900
PAF,20190103,0.78,0.79,0.76,0.76,47500
PAP,20190103,3.4,3.44,3.4,3.42,43600
PATO,20190103,12.9,12.9,12.8,12.9,38900
PB,20190103,60.5,60.5,60.5,60.5,18000
PCSGH,20190103,7,7,7,7,7700
PDG,20190103,2.82,2.82,2.8,2.82,10300
PDI,20190103,12.1,12.2,12.1,12.1,43500
PDJ,20190103,2.18,2.2,2.16,2.2,146200
PE,20190103,0.19,0.2,0.19,0.2,30000
PERM,20190103,1.87,1.9,1.87,1.87,75000
PF,20190103,0.72,0.72,0.7,0.72,14202900
PHOL,20190103,1.62,1.62,1.56,1.62,24600
PIMO,20190103,4.86,4.88,4.86,4.86,1022800
PJW,20190103,1.46,1.51,1.45,1.46,546400
PK,20190103,2.06,2.16,2.06,2.08,21200
PL,20190103,3.22,3.24,3.22,3.22,21900
PLANB,20190103,6.2,6.25,6.1,6.1,6823600
PLANET,20190103,1.45,1.52,1.45,1.51,25700
PLAT,20190103,7.25,7.25,7.1,7.15,211000
PLE,20190103,1.1,1.11,1.09,1.09,1301300
PM,20190103,8.6,8.75,8.5,8.5,327200
PMTA,20190103,10.2,10.7,10.2,10.7,1200
POPF,20190103,13.2,13.2,13.2,13.2,10300
PORT,20190103,5.15,5.45,4.96,5,163900
PPF,20190103,11,11,11,11,15000
PPM,20190103,1.11,1.11,1.1,1.11,56800
PPP,20190103,2.6,2.64,2.56,2.64,24900
PPPM,20190103,2.6,2.72,2.58,2.66,389100
PPS,20190103,0.7,0.71,0.69,0.69,186700
PR9,20190103,11.3,11.4,11.2,11.2,147400
PRAKIT,20190103,11.1,11.1,11.1,11.1,1500
PREB,20190103,9.4,9.55,9.4,9.5,42400
PRECHA,20190103,1.56,1.59,1.55,1.59,154800
PRIN,20190103,1.58,1.59,1.58,1.58,618100
PRINC,20190103,4.7,4.7,4.68,4.7,83700
PRM,20190103,5.2,5.4,5.2,5.25,3529900
PSH,20190103,17.2,17.3,17,17.1,484800
PSL,20190103,8.9,9.05,8.8,8.85,1505600
PSTC,20190103,0.61,0.63,0.6,0.62,15209600
PT,20190103,5.6,5.75,5.6,5.7,35400
PTG,20190103,8.75,9.15,8.75,9.15,16441600
PTL,20190103,12.9,13,12.8,12.9,212200
PTT,20190103,46.5,47,45.25,45.5,53438400
PTTEP,20190103,113.5,114.5,112,113.5,7558200
PTTGC,20190103,70.75,71.25,68.25,69,22995300
PYLON,20190103,7.15,7.2,7.1,7.1,358400
Q-CON,20190103,4.56,4.58,4.56,4.56,7000
QH,20190103,2.68,2.72,2.64,2.66,22844300
QHHR,20190103,8.35,8.35,8.3,8.35,236400
QHOP,20190103,3.2,3.2,3.14,3.14,5100
QHPF,20190103,13.1,13.3,13.1,13.3,47300
QLT,20190103,3.84,4,3.84,4,31500
QTC,20190103,4.88,4.9,4.82,4.9,56200
RATCH,20190103,50.75,51,50.5,50.75,1168900
RCI,20190103,3.88,3.88,3.82,3.88,224900
RCL,20190103,4.8,4.86,4.8,4.84,74300
RICHY,20190103,1.56,1.56,1.52,1.54,552400
RJH,20190103,18.8,18.8,18.3,18.6,691000
RML,20190103,1.15,1.15,1.12,1.12,1143800
ROBINS,20190103,64.75,65.75,62.75,63.25,1129700
ROCK,20190103,15.6,17.5,15.5,17.5,50700
ROH,20190103,34,42,34,41.5,1900
ROJNA,20190103,4.76,4.76,4.68,4.74,963300
RP,20190103,2.38,2.38,2.34,2.34,62500
RPC,20190103,0.4,0.4,0.39,0.39,74200
RPH,20190103,4.92,4.92,4.84,4.9,194500
RS,20190103,15,15.3,14.7,14.9,3848900
RSP,20190103,3.7,3.7,3.66,3.7,25300
RWI,20190103,1.73,1.73,1.65,1.66,715000
S,20190103,3.08,3.12,3.06,3.08,1466400
S11,20190103,6.8,7.3,6.8,7.05,153500
SABINA,20190103,28.75,28.75,28.75,28.75,8400
SALEE,20190103,1.03,1.03,1.01,1.03,84700
SAM,20190103,0.46,0.47,0.45,0.46,105900
SAMART,20190103,6.4,6.45,6.35,6.45,593000
SAMCO,20190103,1.72,1.72,1.69,1.7,145800
SAMTEL,20190103,7.25,7.45,7.15,7.45,84400
SANKO,20190103,1.12,1.13,1.1,1.1,34800
SAPPE,20190103,14,14.1,14,14,64500
SAT,20190103,14.9,15.1,14.8,14.9,663700
SAUCE,20190103,21.9,22,21.9,22,5200
SAWAD,20190103,45,45.75,45,45.25,4727300
SBPF,20190103,2.78,2.78,2.76,2.76,2600
SC,20190103,2.72,2.72,2.64,2.66,1968100
SCB,20190103,134.5,135.5,133.5,135,5199100
SCC,20190103,438,440,434,434,1260300
SCCC,20190103,212,225,212,222,230000
SCG,20190103,4.44,4.44,4.44,4.44,8900
SCI,20190103,2.42,2.48,2.4,2.4,40700
SCN,20190103,4.22,4.26,4,4.14,990200
SCP,20190103,8.5,8.5,8.45,8.5,108000
SDC,20190103,0.31,0.31,0.3,0.3,1045000
SE,20190103,1.87,2,1.87,1.93,2000
SE-ED,20190103,3.06,3.06,3.06,3.06,2500
SEAFCO,20190103,9.2,9.25,8.55,8.75,7392300
SEAOIL,20190103,3.42,3.42,3.36,3.4,226200
SELIC,20190103,2.5,2.56,2.5,2.54,265900
SENA,20190103,3.26,3.3,3.26,3.3,287400
SF,20190103,7.4,7.4,7.3,7.4,404200
SGF,20190103,1.25,1.27,1.23,1.23,3065500
SGP,20190103,8.6,8.7,8.45,8.7,5490100
SHANG,20190103,75,75.25,75,75.25,1100
SHREIT,20190103,9,9,8.85,8.9,135300
SIAM,20190103,2.08,2.12,2.02,2.1,70000
SIMAT,20190103,1.93,1.93,1.93,1.93,60300
SINGER,20190103,6.5,6.5,6.4,6.45,3500
SIRI,20190103,1.21,1.22,1.2,1.21,35672600
SIRIP,20190103,11.5,11.5,11.5,11.5,200
SIS,20190103,9.4,9.85,9.4,9.85,163700
SISB,20190103,4.3,4.36,4.26,4.3,2552500
SITHAI,20190103,1.1,1.14,1.1,1.12,578000
SKE,20190103,1,1.02,0.98,1,652100
SKN,20190103,3.66,3.66,3.48,3.58,404400
SKR,20190103,4,4,3.94,3.98,169900
SKY,20190103,12.5,12.5,12.3,12.4,236200
SLP,20190103,0.82,0.82,0.79,0.8,107400
